row_label,col_1,col_2
Total number of cases closed before issuance of complaint,317,100.0
Before 10(k) notice,267,84.2
Adjusted,97,30.6
Withdrawn,117,36 9
Dismissed,53,16.7
"After 10(k) notice, before opening of 10(k) hearing",24,7.6
Adjusted,9,2.8
Withdrawn,15,4 8
"After opening of 10(k) hearing, before issuance of decision and determination",2,.6
Adjusted,1,3
Withdrawn,1,.3
After Board decision and determination of dispute,24,7.6
Compliance with Board determination,16,5 0
Withdrawn,3,1 0
Dismissed by Board,5,1 6
