row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois.......................................................,168,105,95,7,3,63,10244,8673,5100,4238,662,200,3573,5387
Indiana......................................................,34,17,16,0,1,17,1868,1687,649,635,0,14,1038,361
Michigan...................................................,141,69,59,7,3,72,8757,6887,3693,2657,814,222,3194,4672
Ohio...........................................................,115,58,54,4,0,57,6628,5916,2583,2536,47,0,3333,2138
Wisconsin..................................................,33,21,19,1,1,12,1251,1154,627,524,61,42,527,960
East North Central................................,491,270,243,19,8,221,28748,24317,12652,10590,1584,478,11665,13518
Alabama....................................................,20,10,10,0,0,10,1382,1265,546,546,0,0,719,319
Kentucky...................................................,28,11,11,0,0,17,4487,4044,1679,1656,0,23,2365,505
Mississippi................................................,12,3,1,1,1,9,928,838,236,136,23,77,602,74
Tennessee..................................................,22,8,8,0,0,14,2373,2059,862,862,0,0,1197,867
East South Central................................,82,32,30,1,1,50,9170,8206,3323,3200,23,100,4883,1765
New Jersey................................................,137,50,46,2,2,87,13132,10788,5123,4796,99,228,5665,3751
New York..................................................,273,169,131,15,23,104,23173,17054,10091,9250,190,651,6963,14891
Pennsylvania.............................................,162,84,72,8,4,78,9716,9285,5173,4637,255,281,4112,4526
Middle Atlantic....................................,572,303,249,25,29,269,46021,37127,20387,18683,544,1160,16740,23168
Arizona......................................................,25,15,14,1,0,10,1273,1063,582,432,150,0,481,432
Colorado....................................................,27,13,13,0,0,14,676,528,239,239,0,0,289,297
Idaho..........................................................,8,6,6,0,0,2,73,68,43,43,0,0,25,59
Montana....................................................,7,5,5,0,0,2,140,123,71,71,0,0,52,123
Nevada......................................................,25,21,20,1,0,4,604,549,345,345,0,0,204,458
New Mexico..............................................,25,10,7,2,1,15,1168,1019,424,368,47,9,595,304
Utah...........................................................,5,2,2,0,0,3,438,378,161,161,0,0,217,9
Wyoming...................................................,5,4,4,0,0,1,335,305,147,147,0,0,158,186
Mountain..............................................,127,76,71,4,1,51,4707,4033,2012,1806,197,9,2021,1868
Connecticut...............................................,35,18,15,2,1,17,1543,1274,670,522,131,17,604,627
Maine........................................................,4,0,0,0,0,4,147,127,53,53,0,0,74,0
