row_label,col_1,col_2,col_3,col_4,col_5,col_6
Manufacturing-Continued Transportation equipment,553,3.7,159,3.8,394,3.7
Aircraft and parts,107,.7,36,. 9,71,• 7
Automotive,315,2.1,81,1.9,234,2.2
Ship and boat building and repairing,98,. 7,32,.8,66,.6
Other,33,.2,10,.2,23,.2
Miscellaneous manufacturing,549,3.7,173,4.1,376,3.5
"Agriculture, forestry, and fishing",23,.2,7,.2,16,. 1
Mining,433,2.9,96,2.2,338,3.2
Metal mining,74,.5,14,.3,60,.6
Coal mining,198,1.3,38,.8,162,1.6
Crude petroleum and natural gas production,73,.5,25,.8,48,.5
Nonmetallic mining and quarrying_ _ _,66,. 6,20,.5,68,. 6
Construction,100,.7,38,. 7,72,.7
Wholesale trade,894,60,242,5.7,652,6.1
Retail trade,560,3.8,148,3.5,412,3.9
"Finance, insurance, and real estate",134,.9,50,1 2,84,.8
"Transportation, communication, and other public utilities",1260,8.0,313,7.4,887,8.3
Highway passenger transportation_ _ _ _,150,1.0,38,.9,112,1.1
Highway freight transportation,162,1.1,49,I 2,113,1.1
Water transportation,228,1 5,85,1.5,163,1.5
Warehousing and storage,159,1.1,39,.9,120,1.1
Other transportation,78,. 5,20,. 5,58,.5
Communication,225,1.5,67,1.6,158,1 5
"Heat, light, power, water, and sani- tary services",198,1.3,35,.8,163,1.5
Services,487,3.1,164,. 3.9,303,2.8
