row_label,col_1,col_2
"Total, all..............................................................................................................................",14,135
Certification amended or unit clarified....................................................................................,10,8
Before hearing.....................................................................................................................,10,3
By Regional Director's decision....................................................................................,10,3
By Board decision..........................................................................................................,0,0
After hearing.......................................................................................................................,0,5
By Regional Director's decision....................................................................................,0,5
By Board decision..........................................................................................................,0,0
Dismissed.................................................................................................................................,1,21
Before hearing.....................................................................................................................,1,11
By Regional Director's decision....................................................................................,1,11
By Board decision..........................................................................................................,0,0
After hearing.......................................................................................................................,0,10
By Regional Director's decision....................................................................................,0,7
By Board decision..........................................................................................................,0,3
Withdrawn................................................................................................................................,3,106
Before hearing.....................................................................................................................,3,101
After hearing.......................................................................................................................,0,5
