row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Animal Production....................................,1,0,0,0,0,1,100,75,28,28,0,0,47,0
Forestry and Logging................................,1,0,0,0,0,1,8,7,3,3,0,0,4,0
Support Activities for Agriculture and Forestry....................................................,2,0,0,0,0,2,109,84,19,0,19,0,65,0
"Agriculture, Forestry, Fishing, and Hunting......................................................",4,0,0,0,0,4,217,166,50,31,19,0,116,0
Oil and Gas Extraction..............................,8,4,2,2,0,4,475,380,156,114,34,8,224,110
Mining (except Oil and Gas)....................,11,4,4,0,0,7,285,258,118,118,0,0,140,83
Mining..................................................,19,8,6,2,0,11,760,638,274,232,34,8,364,193
Utilities................................................,55,26,21,5,0,29,2061,1919,982,884,98,0,937,487
Construction of Buildings........................,45,35,22,10,3,10,870,582,396,140,160,96,186,576
Heavy and Civil Engineering Construction..............................................,45,29,20,6,3,16,1274,551,349,175,95,79,202,989
Specialty Trade Contractors......................,243,162,134,26,2,81,5931,4395,2736,2143,474,119,1659,3782
Construction........................................,333,226,176,42,8,107,8075,5528,3481,2458,729,294,2047,5347
Food Manufacturing..................................,58,25,3,21,1,33,8639,7505,3715,242,3393,80,3790,3947
Beverage and Tobacco Product Manufacturing..........................................,16,6,1,4,1,10,3010,2795,1126,893,211,22,1669,169
Textile Product Mills................................,1,0,0,0,0,1,54,53,25,25,0,0,28,0
Apparel Manufacturing............................,3,2,0,2,0,1,88,79,58,0,58,0,21,88
Leather and Allied Product Manufacturing..........................................,1,1,1,0,0,0,197,170,156,156,0,0,14,197
31-Manufacturing................................,79,34,5,27,2,45,11988,10602,5080,1316,3662,102,5522,4401
Wood Product Manufacturing..................,14,2,1,1,0,12,861,791,303,147,156,0,488,162
Paper Manufacturing................................,10,4,2,2,0,6,1892,1795,574,545,29,0,1221,272
Printing and Related Support Activities....,8,4,3,1,0,4,398,324,133,65,68,0,191,197
