row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Texas....................................................................,1031,951,678,270,1,0,0,0,2,78,61,3,14,1,0,1
Region VI........................................................,1700,1540,1127,406,2,0,0,1,4,154,115,7,32,2,0,4
Iowa......................................................................,229,189,164,20,4,1,0,0,0,38,27,0,11,0,0,2
Kansas..................................................................,129,119,77,36,3,0,0,3,0,10,9,0,1,0,0,0
Missouri................................................................,742,643,456,146,16,15,5,2,3,95,69,3,23,4,0,0
Nebraska..............................................................,81,52,39,13,0,0,0,0,0,29,24,1,4,0,0,0
Region VII......................................................,1181,1003,736,215,23,16,5,5,3,172,129,4,39,4,0,2
Colorado..............................................................,435,390,320,66,3,0,0,1,0,42,29,0,13,1,0,2
Montana................................................................,78,58,43,9,5,0,0,0,1,20,10,1,9,0,0,0
North Dakota........................................................,22,16,14,2,0,0,0,0,0,5,5,0,0,0,0,1
South Dakota........................................................,9,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0
Utah......................................................................,79,70,52,15,2,0,0,0,1,9,9,0,0,0,0,0
Wyoming..............................................................,34,28,20,8,0,0,0,0,0,6,4,0,2,0,0,0
Region VIII......................................................,657,568,455,100,10,0,0,1,2,85,60,1,24,1,0,3
American Samoa..................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona................................................................,300,276,215,49,7,0,1,0,4,24,18,0,6,0,0,0
California..............................................................,2955,2588,1836,689,40,5,7,8,3,347,244,15,88,9,1,10
Federated States of Micronesia............................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam....................................................................,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hawaii..................................................................,375,344,280,62,0,1,1,0,0,26,20,1,5,0,1,4
Marshall Islands....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands....................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada..................................................................,378,346,227,105,10,3,1,0,0,32,27,1,4,0,0,0
Palau....................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Minor Outlying Islands................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IX........................................................,4009,3554,2558,905,57,9,10,8,7,430,310,17,103,9,2,14
Alaska..................................................................,82,55,43,12,0,0,0,0,0,24,17,2,5,3,0,0
Idaho....................................................................,40,30,28,,0,0,0,0,0,10,6,1,3,0,0,0
Oregon..................................................................,277,224,181,2 32,8,3,0,0,0,51,31,4,16,2,0,0
Washington..........................................................,744,602,452,142,6,2,0,0,0,130,94,5,31,5,0 0,7 7
Region X..........................................................,1143,911,704,188,14,5,0,0,0,215,148,12,55,10,,
"Total, all States and areas................................",26721,,,5622,342,109,32,32,67,3351,2486,108,757,119,,150
,,23091,"16,88",,,,,,,,,,,,10,
