row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Publishing Industries................................ Motion Picture and Sound Recording,23,10,8,2,0,13,804,743,291,278,13,0,452,202
Industries..................................................,5,3,2,0,1,2,110,79,38,25,11,2,41,37
Broadcasting and Telecommunications....,80,32,30,1,1,48,3209,2984,1284,1220,10,54,1700,1051
Information Services and Data Processing Services..................................,6,4,4,0,0,2,92,86,48,48,0,0,38,42
Information..........................................,114,49,44,3,2,65,4215,3892,1661,1571,34,56,2231,1332
Monetary Authorities - Central Bank........,3,1,1,0,0,2,65,53,19,19,0,0,34,18
Credit Intermediation and Related Activities..................................................,4,2,0,0,2,2,137,122,51,17,0,34,71,47
"Securities, Commodity Contracts and Other Intermediation and Related Activities..................................................",1,0,0,0,0,1,274,266,104,104,0,0,162,0
Insurance Carriers and Related Activities,4,1,1,0,0,3,810,788,239,239,0,0,549,8
"Funds, Trusts and Other Financial Vehicles (U.S. Only)................................",1,1,1,0,0,0,13,13,8,8,0,0,5,13
Finance and Insurance..........................,13,5,3,0,2,8,1299,1242,421,387,0,34,821,86
Real Estate................................................,17,8,3,0,5,9,162,150,87,49,0,38,63,81
Rental and Leasing Services....................,45,20,18,2,0,25,1710,1584,687,649,7,31,897,601
Owners and Lessors of Other Non- Financial Assets........................................,1,1,1,0,0,0,4,4,4,4,0,0,0,4
Real Estate and Rental and Leasing....,63,29,22,2,5,34,1876,1738,778,702,7,69,960,686
"Professional, Scientific and Technical Services....................................................",44,28,22,1,5,16,1319,1089,670,562,0,108,419,921
Management of Companies and Enterprises................................................,3,3,3,0,0,0,21,18,15,15,0,0,3,21
