row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Cases pending June 30, 1938_",2514,,35.2,705173,,51.5
"Cases received July 1, 1938, to June 30, 1939_",4618,,64.8,665102,,48.5
Total cases on docket,7132,,100.0,1370276,,100.0
Cases closed before issuance of complaint:,,,,,,
By settlement,1.900,47.0,27.9,203692,45.8,14.8
By dismissal,539,12.7,7.6,35631,8.0,2.6
By withdrawal,1269,30.0,17.8,112.108,25.2,8.2
Otherwise,35,. 8,. 5,10598,2.4,. 8
Total cases closed before issuance of complaint,3833,90.5,53.8,362029,81.4,26.4
Cases closed after issuance of complaint:,,,,,,
By settlement before hearing,29,. 7,. 4,4980,1.1,. 4
By settlement after hearing,53,1.3,.7,14107,3.2,1.0
By dismissal before hearing,8,.2,.1,5084,1.1,.4
By dismissal after hearing,12,.3,. 2,3524,.8,.3
By withdrawal bdfore bearing,10,.2,.1,716,.2,
By withdrawal after hearing,15,. 4,. 2,3007,.7,(1) .2
• By intermediate report finding no violation,9,. 2,. 1,840,. 2,. 1
By compliance with intermediate re- . port,26,' .6,.4,2983,. .7,.2
By dismissal by Board decision,28,7 .7,.4,6560,1.5,. .5
By compliance with Board decision 1._,207,4.9,2.9,40276,9.1,2.9
Total cases closed after issuance of complaint,397,9.5,5.5,82077,18.6,6.0
"Total cases closed July 1, 1938', to",4230,100.0,,444106,100.0,
"June 30, 1939",,,,,,
"Cases pending June 30, 1939. •","' 2,902",,40.7,926169,,67.6
