row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
assachusetts............................................,75,41,39,0,2,34,4748,3989,2527,1905,0,622,1462,3377
New Hampshire........................................,13,7,6,0,1,6,450,398,226,161,34,31,172,216
Rhode Island............................................,16,11,5,2,4,5,781,702,432,285,38,109,270,601
Vermont....................................................,4,4,4,0,0,0,166,151,109,109,0,0,42,166
New England........................................,157,91,76,4,11,66,8832,7564,4779,3526,99,1154,2785,6005
Puerto Rico................................................,45,29,18,0,11,16,2521,2032,1107,619,0,488,925,1388
Virgin Islands............................................,4,2,0,0,2,2,352,150,131,1,0,130,19,329
Outlying Areas....................................,49,31,18,0,13,18,2873,2182,1238,620,0,618,944,1717
Alaska........................................................,20,11,11,0,0,9,713,669,329,325,4,0,340,319
American Samoa......................................,1,1,1,0,0,0,7,7,7,7,0,0,0,7
California..................................................,263,147,126,8,13,116,23220,18020,10429,7543,490,2396,7591,14202
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,29,14,11,2,1,15,1314,1053,493,391,38,64,560,744
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,51,26,24,1,1,25,2095,1601,878,810,20,48,723,1230
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,169,126,124,2,0,43,8951,5958,3686,3680,6,0,2272,5803
Pacific..................................................,533,325,297,13,15,208,36300,27308,15822,12756,558,2508,11486,22305
Delaware..................................................,15,9,9,0,0,6,724,665,426,365,0,61,239,565
District Of Columbia................................,22,21,9,3,9,1,2357,1454,977,589,146,242,477,2303
Florida......................................................,68,41,32,4,5,27,12861,11214,4621,4417,116,88,6593,3767
Georgia......................................................,28,12,11,0,1,16,3496,3100,1373,1322,0,51,1727,1103
Maryland..................................................,61,32,22,5,5,29,3839,3168,1560,1344,49,167,1608,1953
