row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
AFL-CIO,2546,439,439,,,,177,449,449,,,,1481,
Teamsters,1062,200,,2C0,,,76,189,,189,,,597,
Other national unions,11,0,,,0,,0,2,,,2,,9,
Other local unions,149,106,,,,106,17,10,,,,10,16,
1-union elections,3768,745,439,200,0,106,270,650,449,189,2,10,2103,
AFL-CIO v AFL-CIO AFL-CIO v Teamsters,"1,416 16","1,416 15","1,416 9",,,,0 1,0 0,0,0,,,0 0,
Local v Local,22,0,,,,0,0,,,,,7,15,
2-union elections,1454,1431,1425,6,0,0,1,7,0,0,0,7,15,
Total RM elections,,,,,,,,657,449,189,2,17,,
,5222,2176,1864,206,0,106,271,,,,,,2118,
,,,5814,,,D Elections,in RD,"cases 4,009",4009,,,,8442,
AFL-CIO Teamsters,"21,869 5,276","5,814 1,039",,1039,,,"3,604 624",873,,873,,,2740,
Other national unions Other local unions,"354 1,429",342,,,44 -,- 342,29 167,73 340,,,73 -,-- 340,208,
I-union elections,28928,7239,5814,1039,44,342,4424,5295,4009,873,73,340,"580 11,970",
AFL-CIO v AFL-CIO,10,10,,,,,0,0,0,,,,0,
AFL-CIO v Teamsters,164,133,27,106,,,31,0,0,0,,,0,
AFL-CIO v National,88,0,,,0,,0,37,37,,0,,51,
AFL-CIO v Local,1332,1297,750,,,547,35,0,,,,0,0,
Teamsters v National,292,0,,0,0,,0,123,,8,115,,169,
Local v Local,214,192,,,,192,22,0,,,,0,0,
2-union elections,2100,1632,787,106,0,739,88,160,37,8,115,0,220,
