row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Totals-all types ........................................................,11,8,3,8,6,2,3,2,1,0,0,0,,0,0,0
NLRB-initiated actions or interventions ...............................,3,0,3,2,0,2,1,0,1,0,0,0,,0,0,0
For protective order or to quash district court subpoena,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
To enforce subpoena or contempt of subpoena ...............,1,0,1,1,0,1,0,0,0,0,0,0,,0,0,0
To lift stay in subpoena enforcement action,1,0,1,0,0,0,1,0,1,0,0,0,,0,0,0
To enjoin local ordinance as preempted ………………...,1,0,1,1,0,1,0,0,0,0,0,0,,0,0,0
Action by other parties ............................................................,8,8,0,6,6,0,2,2,0,0,0,0,0,,0,0
To review: .............................................................................,1,1,0,1,1,0,0,0,0,,0 0,0,,0,0,0
Prosecutorial discretion ....................................................,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Nonfinal/representation order ..........................................,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,0
To restrain NLRB from: ........................................................,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
Enforcing Board subpoenas .............................................,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Proceeding in R case ........................................................,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Proceeding in unfair labor practice case ..........................,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
To compel NLRB to: ............................................................,3,3,0,2,2,0,1,1,0,0,0,0,,0,0,0
Issue complaint …………………....................................,3,3,0,2,2,0,1,1,0,0,0,0,,0,0,0
Take action in R case ...……............................................,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Comply with Freedom of Information Act (FOIA) 1 (in camera inspection)............................................................,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Joinder,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
To issue decision or take specific action ..........................,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
