row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Wyoming...................................................,5,1,1,0,0,4,182,171,97,96,1,0,74,10
Mountain..............................................,115,67,60,6,1,48,8684,8350,4125,3668,364,93,4225,2995
Connecticut...............................................,44,29,24,5,0,15,2549,2163,1213,1153,60,0,950,1666
Maine........................................................,10,4,4,0,0,6,659,608,272,135,1,136,336,195
Massachusetts............................................,56,35,30,1,4,21,4634,3899,2107,1068,855,184,1792,2138
New Hampshire.........................................,5,4,3,1,0,1,162,155,103,80,23,0,52,144
Rhode Island.............................................,15,8,8,0,0,7,1706,1609,660,634,26,0,949,301
Vermont....................................................,5,3,2,0,1,2,57,53,34,14,0,20,19,46
New England........................................,135,83,71,7,5,52,9767,8487,4389,3084,965,340,4098,4490
Puerto Rico................................................,67,47,22,0,25,20,4663,4298,2627,1304,6,1317,1671,2848
Virgin Islands............................................,4,3,3,0,0,1,95,95,52,52,0,0,43,59
Outlying Areas.....................................,71,50,25,0,25,21,4758,4393,2679,1356,6,1317,1714,2907
Alaska........................................................,30,21,13,7,1,9,1536,1325,551,466,47,38,774,668
American Samoa.......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,274,158,152,2,4,116,"1,6263",13771,7092,6347,455,290,6679,7978
Federated States of Micronesia.................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam.........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii.......................................................,30,15,13,2,0,15,1857,1551,727,694,33,0,824,845
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon.......................................................,43,26,22,2,2,17,1875,1718,1007,764,78,165,711,1041
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington...............................................,65,38,37,1,0,27,20211,14921,3736,3730,4,2,11185,2109
Pacific...................................................,442,258,237,14,7,184,41742,33286,13113,12001,617,495,20173,12641
