row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Illinois......................................................................,1555,1271,853,339,47,19,2,1,10,256,199,9,48,16,2,10
Indiana....................................................................,800,685,518,152,9,4,2,0,0,106,86,0,20,3,0,6
Michigan..................................................................,1525,1331,905,414,6,0,2,2,2,178,125,8,45,5,0,11
Ohio........................................................................,1568,1362,1034,295,21,7,2,1,2,188,140,7,41,7,0,11
Wisconsin................................................................,480,411,301,107,2,0,0,0,1,64,29,4,31,4,0,1
East North Central..............................................,5928,5060,3611,1307,85,30,8,4,15,792,579,28,185,35,2,39
Alabama..................................................................,373,342,282,60,0,0,0,0,0,31,25,1,5,0,0,0
Kentucky..................................................................,372,337,263,72,1,1,0,0,0,32,27,1,4,3,0,0
Mississippi..............................................................,99,88,65,23,0,0,0,0,0,10,7,0,3,0,0,1
Tennessee................................................................,359,328,222,106,0,0,0,0,0,28,21,0,7,0,0,3
East South Central..............................................,1203,1095,832,261,1,1,0,0,0,101,80,2,19,3,0,4
Puerto Rico..............................................................,417,338,269,67,0,0,0,2,0,63,47,1,15,4,0,12
U.S. Minor Outlying Islands..................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands..........................................................,18,15,11,4,0,0,0,0,0,3,3,0,0,0,0,0
Island Areas........................................................,435,353,280,71,0,0,0,2,0,66,50,1,15,4,0,12
New Jersey..............................................................,1156,963,669,253,24,13,2,2,0,172,120,2,50,9,1,11
New York................................................................,3180,2771,1807,842,65,20,3,5,29,370,304,12,54,20,5,14
Pennsylvania............................................................,1443,1236,945,256,21,9,1,2,2,188,133,4,51,7,0,12
Middle Atlantic..................................................,5779,4970,3421,1351,110,42,6,9,31,730,557,18,155,36,6,37
Arizona....................................................................,300,276,215,49,7,0,1,0,4,24,18,0,6,0,0,0
Colorado..................................................................,435,390,320,66,3,0,0,1,0,42,29,0,13,1,0,2
Idaho........................................................................,40,30,28,2,0,0,0,0,0,10,6,1,3,0 0,0 0,0
Montana..................................................................,78,58,43,9,5,0,0,0,1,20,10,1,9,,,0
New Mexico............................................................,125,105,96,9,0,0,0,0,0,20,17,1,2,0,0,0
Nevada....................................................................,378,346,227,105,10,3,1,0,0,32,27,1,4,0,0,0
Utah........................................................................,79,70,52,15,2,0,0,0,1,9,9,0,0,0,0,0
