row_label,col_1,col_2
',','
8(b)(1),7662,84.2
8(b)(2),1184,13.0
8(b)(3),609,6.7
8(b)(4),967,10.6
8(b)(5),33,0.4
8(0)(6),28,0.3
8(b)(7),211,2.3
Bl. Analysis of 8(b)(4),Bl. Analysis of 8(b)(4),Bl. Analysis of 8(b)(4)
Total cases 80)(4),967,100.0
8(b)(4)(A),76,7.9
8(b)(4)(B),602,62.3
8(b)(4)(C),9,0.9
8(b)(4)(D),236,24.4
8(bX4XAXB),35,3.6
8(bX4XAXC),5,0.5
8(bX4)(B)(C),2,0.2
80X4XAXBXC),2,0.2
',','
8(b)(4)(A),118,12.2
8(b)(4)(B),641,66.3
8(b)(4)(C) .,18,1.9
8(b)(4)(D),236,24.4
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7)
Total cases 8(b)(7),211,103.0
8(b)(7)(A),55,26.1
8(b)(7)(B),20,9.5
8(b)(7)(C),122,57.8
8(b)(7)(AXB),4,1.9
8(b)(7)(A)(C),6,2.8
8(b)(7)(B)(C),3,1.4
8(b)(7)(A)(B)(C) .,1,0.5
',','
8(b)(7)(A),66,31.3
8(b)(7)(B),28,13.3
8(3)(7)(C),132,62.6
C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e)
Total cases 8(e),148,100.0
Against unions alone,71,48.0
Against employers alone,77,52.0
D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g)
Total cases 8(g),19,100.0
