row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Clothing and Clothing Accessories Stores..............,56,48,34,12,0,0,0,0,2,7,4,1,2,1,0,0
44-Retail Trade...................................................,1644,1390,957,418,7,0,0,0,8,247,182,10,55,5,0,2
"Sporting Goods, Hobby, Book and Music Stores....",29,29,23,6,0,0,0,0,0,0,0,0,0,0,0,0
General Merchandise Stores....................................,203,182,133,45,2,0,0,0,2,21,18,0,3,0,0,0
Miscellaneous Store Retailers.................................,39,29,19,8,1,0,1,0,0,10,8,0,2,0,0,0
Nonstore Retailers...................................................,29,22,20,2,0,0,0,0,0,7,6,0,1,0,0,0
45-Retail Trade...................................................,300,262,195,61,3,0,1,0,2,38,32,0,6,0,0,0
Air Transportation...................................................,44,32,20,12,0,0,0,0,0,9,8,0,1,2,1,0
Rail Transportation..................................................,24,17,15,2,0,0,0,0,0,7,7,0,0,0,0,0
Water Transportation...............................................,176,164,67,96,0,1,0,0,0,12,6,0,6,0,0,0
Truck Transportation...............................................,761,635,482,137,7,2,0,0,7,119,92,5,22,4,0,3
Transit and Ground Passenger Transportation........,718,573,419,154,0,0,0,0,0,123,97,0,26,17,0,5
Pipeline Transportation...........................................,18,16,13,3,0,0,0,0,0,2,2,0,0,0,0,0
Scenic and Sightseeing Transportation...................,17,13,12,1,0,0,0,0,0,4,4,0,0,0,0,0
Support Activities for Transportation......................,457,367,217,139,5,2,4,0,0,85,73,2,10,2,0,3
48-Transportation...............................................,2215,1817,1245,544,12,5,4,0,7,361,289,7,65,25,1,11
Postal Service..........................................................,2437,2436,1716,720,0,0,0,0,0,1,1,0,0,0,0,0
Couriers and Messengers.........................................,253,223,158,65,0,0,0,0,0,29,28,0,1,0,0,1
Warehousing and Storage Facilities........................,473,369,279,87,2,1,0,0,0,101,92,1,8,2,0,1
49-Transportation...............................................,3163,3028,2153,872,2,1,0,0,0,131,121,1,9,2,0,2
Publishing Industries...............................................,304,263,218,45,0,0,0,0,0,36,27,1,8,1,0,4
Motion Picture and Sound Recording Industries.....,54,48,27,15,1,4,1,0,0,6,5,0,1,0,0,0
Broadcasting and Telecommunications...................,937,831,653,169,5,4,0,0,0,98,59,2,37,6,0,2
Information Services and Data Processing Services....................................................................,71,59,48,11,0,0,0,0,0,12,9,1,2,0,0,0
