row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut,871,646,503,123,15,5,0,0,0,203,161,12,30,9,6,7
Maine,172,118,93,n,2,0,0,0,0,50,43,0,7,0,0,4
Massachusetts,1420,1126,875,179,43,19,3,3,4,264,204,15,45,3,1,26
New Hampshire,110,78,65,13,0,0,0,0,0,26,23,0,3,0,1,5
Rhode Island,179,150,102,41,6,0,0,0,1,24,14,3,7,0,0,5
Vermont,74,54,46,8,0,0,0,0,0,19,16,1,2,1,0,0
Region I,2826,2172,1684,387,66,24,3,3,5,586,461,31,94,13,8,47
Delaware,138,81,74,5,2,0,0,0,0,52,38,4,10,2,0,3
New Jersey,1541,1221,909,214,56,27,5,1,9,291,246,13,32,18,0,11
New York,4403,3640,2378,1065,106,29,2,6,54,689,540,45,104,17,3,54
Puerto Rico,286,185,141,40,0,0,1,1,2,90,71,3,16,2,", 1",8
Virgin,25,10,8,2,0,0,0,0,0,15,14,0,1,0,0,0
Islands Region II,6393,5137,3510,1326,164,56,8,8,65,1137,909,65,163,39,4,76
District of Columbia,326,209,169,34,3,0,1,2,0,97,73,9,15,2,0,17
Maryland,797,668,461,183,11,7,0,1,5,123,89,7,27,1,0,5
Pennsylvania,2461,2017,1393,418,105,61,4,11,25,397,292,21,84,16,1,30
Virginia,543,459,374,83,1,0,0,0,1,82,63,4,15,0,1,1
West Virginia,522,445,302,102,18,6,- 0,0,17,71,59,6,6,0,0,6
Region III,4648,3798,2699,820,138,74,5,14,48,770,576,47,147,19,2,59
Alabama,540,402,319,77,5,0,,,1,126,87,6,33,1,4,7
Florida,996,801,618,116,44,14,0,0,9,187,145,10,32,0,3,5
Georgia,917,770,617,146,2,1,0 0,0 0,4,138,96,12,30,2,0,7
,,,505,106,,6,1,0,3,117,,,,,1,13
Kentucky,767,633,,,12,,,,,,75,7,35,3,,
Mississippi,240,197,162,33,1,1,0,0,0,34,21,2,11,0,0,9
North Carolina South Carolina,500,439,374,65,0,0,0,0,0,60,48,3,9,0,0 1,1 0
,173,141,121,20,0,0,0,0,0,31,25,3,3,0,,
Tennessee,856,734,603,109,18,3,0,0,1,120,76,11,83,0,0,2
