row_label,col_1,col_2,col_3
Cases on docket during the year,3894,,100.0
Total number of cases closed,2687,100.0,69.0
"Before formal action, total",2276,84.7,58.4
Adjusted,648,24.1,16.6
Withdrawn,1159,43.1,29.7
Dismissed,467,17.4,12.0
Closed otherwise,2,. 1,. 1
"After formal action, total",411,15.3,10.6
Before hearing,21,.8,.5
Adjusted,13,.5,.3
. Withdrawn,8,.3,.2
Dismissed,0,.0,.0
After hearing,33,1. 2',.9
Adjusted Compliance with Intermediate Report,5 19,.2,.2 .5
Withdrawn -,0,.7 .0,.0
Dismissed,8,.3,. 2
Closed otherwise,1,(I),
After Board decision,117,4.4,3.0
Compliance,93,3.5,2.4
Dismissed,18,.7,.5
Closed otherwise,6,.2,.1
After,,,
court action,240,8.9,6.2
Compliance with consent decree,110,4.1,• 2.8
Compliance with court order,116,4.3,3.0
Dismissed,12,.4,. 3
Closed otherwise,2,.1,. 1
