row_label,col_1,col_2
Owens Yacht Co,41,1504
"Palumbo Cigar Co., Inc",39,176
"Pietrus, A. J., & Sons",41,795
.Puccinelli Packing Co,40,890
Pure Oil Co,39,587
Red Top Trucking Corp,36,147
"Republic Steel Corp., Buffalo, N. Y",36,13
"Republic Steel Corp., Chicago, Ill",34,145
"Republic Steel Corp., Monroe, Mich",33,1125
"Riverdale Mfg. Co., Inc",37,298
"Schlake Dye Works, Inc",33,257
Schwarz Basket & Box Co,37,1132
Scullin Steel Co,37,473
"Semple, C. Y., Mining Co",39,1037
"Seybold Baking Co., Columbia Baking Co",38,1310
Shawnee Milling Co,36,203
Shellmar Products Co,34,49
Somersville Mfg. Co,41,1524
Standard Trouser Co,38,1197
Stein-Way Clothing Co,39,454
"Strasburg Silk Mills, Inc_",40,466
Taylor Iron Works & Supply Co,41,763
"Tennison Bros., Inc",35,1252
Trio Curtain Corp,41,1542
"Tri-State Zinc, Inc",39,1095
Utility Tool Mfg. Co. and The Utility Electric Co,35,478
"Volney Felt Mill, Inc",36,1246
"Wadesboro Full Fashioned Hosiery Mills, Inc",37,864
Western Union Telegraph Co,37,354
Wetmore Pulverizing & Machine Co,37,963
Woodbridge Winery Ass'n,39,1023
"Wurlitzer, Rudolph ,",40,202
"•Zweig, H. W., Mfg. Co",39,448
Zylocase Co. & Opticase Co,38,455
II. Representation Cases,,
A. Representation Cases Decided on the Merits,,
"Ace Foundry, Ltd",38,392
Adams Westlake Co,37,829
Aetna Iron & Steel Co,35,136
Air-Way Electric Appliance Corp,41,1239
Alabama Drydock & Shipbuilding Co,39,954
