row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Petroleum and Coal Products Manufacturing...........................................,9,3,2,0,1,6,465,350,160,92,31,37,190,235
Chemical Manufacturing..........................,37,17,10,7,0,20,2927,2561,952,488,414,50,1609,822
Plastics and Rubber Products Manufacturing...........................................,10,3,2,1,0,7,1346,1189,521,344,177,0,668,516
Nonmetallic Mineral Product Manufacturing...........................................,28,10,4,6,0,18,1235,1285,589,209,371,9,696,282
32-Manufacturing................................,109,45,24,20,1,64,7063,6361,2717,1428,1193,96,3644,2295
Primary Metal Manufacturing..................,28,9,6,2,1,19,2099,1813,1023,900,87,36,790,940
Fabricated Metal Product Manufacturing,18,10,6,4,0,8,1116,948,469,184,248,37,479,427
Machinery Manufacturing........................,17,6,4,2,0,11,1933,1832,1393,800,593,0,439,1509
Computer and Electronic Product Manufacturing...........................................,2,1,1,0,0,1,34,31,11,11,0,0,20,6
"Electrical Equipment, Appliance, and Component Manufacturing.......................",16,8,4,4,0,8,954,1054,561,207,354,0,493,357
Transportation Equipment Manufacturing,42,20,16,2,2,22,8978,7730,3944,3615,315,14,3786,5664
Furniture and Related Product Manufacturing...........................................,3,0,0,0,0,3,103,98,18,0,18,0,80,0
Miscellaneous Manufacturing..................,19,8,3,5,0,11,853,718,441,173,254,14,277,528
33-Manufacturing................................,145,62,40,19,3,83,16070,14224,7860,5890,1869,101,6364,9431
"Merchant Wholesalers, Durable Goods....",17,8,5,3,0,9,276,244,128,36,92,0,116,175
"Merchant Wholesalers, Nondurable Goods........................................................",36,15,4,11,0,21,1831,1659,823,322,501,0,836,847
Wholesale Electronic Markets and Agents and Brokers...................................,2,0,0,0,0,2,60,38,7,0,7,0,31,0
Wholesale Trade..................................,55,23,9,14,0,32,2167,1941,958,358,600,0,983,1022
Motor Vehicle and Parts Dealers..............,27,10,7,3,0,17,972,935,443,401,42,0,492,156
Electronics and Appliance Stores.............,1,1,0,1,0,0,152,140,77,0,77,0,63,152
Building Material and Garden Equipment and Supplies Dealers.................................,5,3,2,1,0,2,118,102,58,13,45,0,44,94
Food and Beverage Stores........................,27,13,1,12,0,14,1211,969,365,83,278,4,604,285
