row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Puerto Rico..............................................................,424,353,296,56,0,0,0,0,1,65,59,2,4,1,0,5
Virgin Islands..........................................................,23,15,14,1,0,0,0,0,0,6,5,0,1,1,0,1
Outlying Areas....................................................,447,368,310,57,0,0,0,0,1,71,64,2,5,2,0,6
Alaska......................................................................,111,79,69,10,0,0,0,0,0,30,26,0,4,1,0,1
American Samoa....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California................................................................,3954,3326,2413,803,71,18,6,0,15,596,494,8,94,16,0,16
Federated States of Micronesia..............................,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Guam......................................................................,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................................,322,277,213,62,1,0,0,0,1,43,27,2,14,1,1,0
Marshall Islands......................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands........................................,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon....................................................................,464,390,328,55,0,3,2,1,1,69,51,4,14,3,0,2
Palau........................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................................,884,724,590,127,6,0,0,0,1,145,100,7,38,5,1,9
Pacific................................................................,5742,4802,3618,1058,78,21,8,1,18,884,699,21,164,26,2,28
District Of Columbia..............................................,166,135,84,47,0,0,0,0,4,29,27,1,1,0,0,2
Delaware..................................................................,110,87,62,14,7,1,1,1,1,22,18,0,4,1,0,0
Florida......................................................................,1296,1138,952,176,8,0,0,0,2,150,125,5,20,1,0,7
Georgia....................................................................,471,407,290,116,1,0,0,0,0,63,50,2,11,1,0,0
Maryland..................................................................,550,466,380,78,8,0,0,0,0,83,78,0,5,1,0,0
North Carolina........................................................,379,344,275,68,0,0,1,0,0,35,26,2,7,0,0,0
South Carolina........................................................,123,112,81,23,8,0,0,0,0,11,9,0,2,0,0,0
Virginia....................................................................,368,322,274,42,5,0,0,1,0,45,37,1,7,0,0,1
West Virginia..........................................................,387,328,271,54,3,0,0,0,0,58,44,1,13,1,0,0
South Atlantic....................................................,3850,3339,2669,618,40,1,2,2,7,496,414,12,70,5,0,10
