row_label,col_1,col_2,col_3
Hearings completed...........................................................................,48,2,39
Decisions issued after hearing...........................................................,71,6,54
By Regional Directors................................................................,60,4,49
By Board....................................................................................,11,2,5
Transferred by Regional Directors for initial decision.........,1,1,0
Review of Regional Directors' decisions:............................,,,
Requests for review received..........................................,26,1,19
Withdrawn before request ruled upon............................,1,0,1
"Board action on requests ruled upon, total.....................",30,1,21
Granted.....................................................................,16,1,9
Denied......................................................................,13,0,11
Remanded................................................................,1,0,1
"Withdrawn after request granted, before Board review..",0,0,0
"Board decision after review, total..................................",10,1,5
Regional Directors' decisions:.................................,,,
Affirmed...........................................................,7,0,3
Modified..........................................................,0,0,0
Reversed..........................................................,3,1,2
