row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Mountain,100,45,23,20,2,55,6804,4.301,1984,974,927,83,2317,3857
Connecticut..............................................,34,21,6,13,2,13,1356,1202,613,78,518,17,589,659
Maine........................................................,11,3,3,0,0,8,438,384,157,113,44,0,227,106
Massachusetts............................................,37,16,1,13,2,21,6811,5702,2999,1353,1284,362,2703,2577
New Hampshire........................................,7,4,2,2,0,3,425,322,215,65,150,0,107,332
Rhode Island............................................,13,7,2,3,2,6,975,862,354,58,178,118,508,400
Vermont....................................................,4,2,1,1,0,2,238,203,135,37,98,0,68,113
New England........................................,106,53,15,32,6,53,10243,8675,4473,1704,2272,497,4202,4187
Alaska........................................................,18,9,5,4,0,9,726,585,214,154,60,0,371,203
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,186,104,33,56,15,82,23173,18542,13199,1404,6351,5444,5343,14336
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,1,1,1,0,0,0,37,31,30,30,0,0,1,37
Hawaii......................................................,20,9,6,3,0,11,1171,888,453,297,156,0,435,305
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,32,19,10,7,2,13,2188,1734,1205,531,340,334,529,1708
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,87,58,38,20,0,29,5055,3483,2445,1165,1280,0,1038,3633
Pacific..................................................,344,200,93,90,17,144,32350,25263,17546,3581,8187,5778,7717,20222
Delaware..................................................,9,5,3,2,0,4,356,265,137,87,50,0,128,124
District Of Columbia................................,18,14,4,3,7,4,1150,873,544,73,324,147,329,983
Florida......................................................,54,36,12,23,1,18,4349,3680,2065,831,1223,11,1615,2135
Georgia......................................................,26,9,6,3,0,17,2348,2150,917,577,340,0,1233,1082
Maryland..................................................,56,31,9,17,5,25,6488,5467,3409,1768,1531,110,2058,3366
North Carolina.......................................... South Carolina..........................................,14,10,6,4,0,4 5,2790,2551,1113,"1,013 98",100,0,"1,438 101",383 43
,8,3,3,0,0,,228,212,111,,13,0,,
