row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,233,129,119,10,0,104,11566,9608,5122,4601,521,0,4486,6370
Indiana......................................................,73,28,25,1,2,45,5501,4830,1931,1892,27,12,2899,880
Michigan..................................................,187,93,89,2,2,94,10732,9076,4410,4261,83,66,4666,5170
Ohio..........................................................,158,80,75,3,2,78,7705,6970,3195,3036,147,12,3775,2415
Wisconsin..................................................,130,84,79,4,1,46,3806,3075,1563,1520,33,10,1512,1961
East North Central................................,781,414,387,20,7,367,39310,33559,16221,15310,811,100,17338,16796
Alabama....................................................,27,11,9,1,1,16,2081,2071,943,881,52,10,1128,870
Kentucky..................................................,37,15,13,2,0,22,3071,2742,1266,1242,4,20,1476,878
Mississippi................................................,9,3,3,0,0,6,1324,1224,448,448,0,0,776,95
Tennessee..................................................,32,13,12,1,0,19,9261,8686,2876,2859,17,0,5810,790
East South Central................................,105,42,37,4,1,63,15737,14723,5533,5430,73,30,9190,2633
New Jersey................................................,136,60,53,4,3,76,8627,7312,3401,3257,70,74,3911,2767
New York..................................................,301,173,143,14,16,128,31918,18674,12344,10732,359,1253,6330,18540
Pennsylvania............................................,216,111,102,6,3,105,9703,8324,3925,3588,246,91,4399,3496
Middle Atlantic....................................,653,344,298,24,22,309,50248,34310,19670,17577,675,1418,14640,24803
Arizona......................................................,30,19,16,3,0,11,1367,1077,658,415,243,0,419,1176
Colorado....................................................,22,4,4,0,0,18,1144,1071,374,374,0,0,697,91
Idaho..........................................................,8,4,4,0,0,4,405,366,222,222,0,0,144,229
Montana....................................................,7,4,4,0,0,3,263,211,102,102,0,0,109,143
Nevada......................................................,34,11,9,2,0,23,1889,1683,743,684,59,0,940,293
New Mexico..............................................,16,8,7,1,0,8,1154,948,389,353,4,32,559,333
Utah..........................................................,11,8,8,0,0,3,267,323,196,196,0,0,127,140
Wyoming..................................................,5,2,2,0,0,3,233,214,77,77,0,0,137,9
Mountain..............................................,133,60,54,6,0,73,6722,5893,2761,2423,306,32,3132,2414
