row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
New Hampshire........................................,3,1,1,0,0,2,113,101,48,48,0,0,53,39
Rhode Island............................................,26,18,16,0,2,8,1666,1516,747,709,0,38,769,619
Vermont....................................................,5,3,1,2,0,2,113,103,54,29,25,0,49,42
New England........................................,136,76,63,6,7,60,6652,5937,3027,2740,189,98,2910,3013
Puerto Rico................................................,42,25,15,4,6,17,2741,2283,1312,1054,24,234,971,1628
Virgin Islands............................................,3,1,1,0,0,2,228,90,70,70,0,0,20,202
Outlying Areas.....................................,45,26,16,4,6,19,2969,2373,1382,1124,24,234,991,1830
Alaska........................................................,12,5,5,0,0,7,523,402,184,184,0,0,218,94
American Samoa.......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,291,165,149,6,10,126,27731,22234,12207,10683,741,783,10027,17806
Federated States of Micronesia.................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,1,1,1,0,0,0,21,15,12,12,0,0,3,21
Hawaii.......................................................,26,9,4,4,1,17,1510,1206,509,304,198,7,697,380
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon.......................................................,46,21,19,0,2,25,1690,1533,707,637,27,43,826,629
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington...............................................,79,51,48,3,0,28,4347,3527,2244,2210,24,10,1283,3163
Pacific..................................................,455,252,226,13,13,203,35822,28917,15863,14030,990,843,13054,22093
Delaware...................................................,10,4,4,0,0,6,883,747,366,366,0,0,381,590
District Of Columbia................................,21,18,6,6,6,3,1736,1186,1033,385,142,506,153,1538
Florida.......................................................,86,55,47,6,2,31,6759,5850,3430,3159,232,39,2420,4267
Georgia......................................................,39,19,17,2,0,20,3697,3097,1430,1343,87,0,1667,1138
Maryland...................................................,52,30,24,2,4,22,3327,2700,1421,1223,87,111,1279,1851
North Carolina...........................................,20,14,13,0,1,6,1536,1368,942,936,0,6,426,977
