row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Petroleum and Coal Products Manufacturing..........................................,14,8,2,3,3,6,615,614,228,113,101,14,386,100
Chemical Manufacturing..........................,32,12,6,5,1,20,1804,1595,725,452,230,43,870,786
Plastics and Rubber Products Manufacturing..........................................,23,15,9,3,3,8,2635,2062,1025,574,382,69,1037,1172
Nonmetallic Mineral Product Manufacturing..........................................,20,8,7,1,0,12,1593,1464,727,544,183,0,737,593
32-Manufacturing................................,121,53,30,16,7,68,9798,8645,3715,2440,1149,126,4930,3282
Primary Metal Manufacturing..................,34,16,14,2,0,18,6278,5533,3784,3617,157,10,1749,4352
Fabricated Metal Product Manufacturing,25,13,8,5,0,12,1521,1359,680,545,121,14,679,585
Machinery Manufacturing........................,20,8,7,1,0,12,1717,1605,702,655,31,16,903,199
Computer and Electronic Product Manufacturing..........................................,4,1,1,0,0,3,283,264,116,72,44,0,148,33
"Electrical Equipment, Appliance, and Component Manufacturing......................",15,5,5,0,0,10,1115,1027,485,483,2,0,542,308
Transportation Equipment Manufacturing,44,23,14,7,2,21,7081,6305,3644,2072,308,1264,2661,3704
Furniture and Related Product Manufacturing..........................................,4,3,2,1,0,1,291,251,179,110,62,7,72,271
Miscellaneous Manufacturing..................,43,16,9,5,2,27,2812,2627,1161,563,431,167,1466,768
33-Manufacturing................................,189,85,60,21,4,104,21098,18971,10751,8117,1156,1478,8220,10220
"Merchant Wholesalers, Durable Goods....",29,12,9,3,0,17,823,708,313,200,113,0,395,441
"Merchant Wholesalers, Nondurable Goods........................................................",51,18,4,13,1,33,1689,1499,662,78,564,20,837,455
Wholesale Electronic Markets and Agents and Brokers..................................,1,0,0,0,0,1,239,210,45,0,45,0,165,0
Wholesale Trade..................................,81,30,13,16,1,51,2751,2417,1020,278,722,20,1397,896
Motor Vehicle and Parts Dealers..............,32,20,15,4,1,12,525,482,254,213,39,2,228,238
Furniture and Home Furnishings Stores..,3,0,0,0,0,3,158,142,54,9,45,0,88,0
