row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maryland..................................................................,349,266,189,71,3,2,0,0,1,81,69,0,12,1,0,1
North Carolina........................................................,294,270,217,53,0,0,0,0,0,24,20,0,4,0,0,0
South Carolina........................................................,148,135,120,15,0,0,0,0,0,13,9,1,3,0,0,0
Virginia....................................................................,387,343,263,79,1,0,0,0,0,44,40,1,3,0,0,0
West Virginia..........................................................,336,283,231,48,0,0,0,4,0,45,26,4,15,2,0,6
South Atlantic....................................................,3088,2664,2088,549,11,8,1,4,3,412,331,13,68,5,0,7
Iowa........................................................................,175,135,114,21,0,0,0,0,0,38,25,1,12,0,1,1
Kansas......................................................................,143,119,91,27,1,0,0,0,0,24,16,0,8,0,0,0
Minnesota................................................................,371,273,222,46,1,1,1,1,1,89,60,1,28,4,0,5
Missouri..................................................................,647,548,378,140,14,9,0,1,6,93,65,7,21,3,0,3
North Dakota..........................................................,25,20,18,2,0,0,0,0,0,5,4,0,1,0,0,0
Nebraska..................................................................,67,51,42,9,0,0,0,0,0,15,11,0,4,0,0,1
South Dakota..........................................................,16,13,11,2,0,0,0,0,0,3,3,0,0,0,0,0
West North Central............................................,1444,1159,876,247,16,10,1,2,7,267,184,9,74,7,1,10
Arkansas..................................................................,194,167,138,28,1,0,0,0,0,27,20,1,6,0,0,0
Louisiana................................................................,249,213,156,57,0,0,0,0,0,34,30,2,2,0,1,1
Oklahoma................................................................,204,167,132,35,0,0,0,0,0,35,29,2,4,0,0,2
Texas........................................................................,1096,983,713,269,1,0,0,0,0,108,92,3,13,0,0,5
West South Central............................................,1743,1530,1139,389,2,0,0,0,0,204,171,8,25,0,1,8
"Total, all States and",29826,24724,18301,5815,360,104,41,32,71,4850,3994,99,757,104,8,140
areas..................................,,,,,,,,,,,,,,,,
