row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Hearings completed, total……………………….",154,154,143,1,10,0
Initialhearings………………………………….,102,102,98,1,3,0
Hearings on objections and/or challenges……….,52,52,45,0,7,0
"Decisions issued, total………………………..",179,177,161,9,5,4
By Regional Director…………………………...,96,96,90,1,3,2
Elections directed……………………………..,95,95,89,1,3,2
Dismissals onrecord………………………….,1,1,1,0,0,0
ByBoard………………………………………...,83,81,71,8,2,2
Transferred by Regional Directors for initial decision……………………………………….,2,2,2,0,0,0
Elections directed…………………………,1,1,1,0,0,0
Dismissals on record……………….……..,1,1,1,0,0,0
Review of Regional Directors' decisions:,,,,,,
Requests for review received……………..,341,324,277,9,38,1
Withdrawn before request ruled upon .……,28,27,21,0,6,0
"Board action on request ruled upon, total ..",324,308,263,7,38,2
Granted……………………………….,54,50,46,0,4,1
Denied………………………………..,260,248,208,7,33,1
Remanded……………………………,10,10,9,0,1,0
"Withdrawn after request granted, before Board review……………………………..",2,2,2,0,0,0
"Board decision after review, total ………...",81,79,69,8,2,2
Regional Directors' decisions:,,,,,,
Affirmed…………………….…..,36,36,31,5,0,1
Modified………………………...,6,6,6,0,0,0
Reversed…………………….…..,39,37,32,3,2,1
Outcome:,,,,,,
Election directed………………..,60,60,57,2,1,2
Dismissals on record……………,21,19,12,6,1,0
