row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
44-Retail Trade..................................................,1015,905,697,199,5,3,0,0,1,107,69,4,34,1,0,2
"Sporting Goods, Hobby, Book, and Music Stores..",9,7,5,1,0,1,0,0,0,2,1,0,1,0,0,0
General Merchandise Stores....................................,88,73,64,8,1,0,0,0,0,14,13,1,0,0,0,1
Miscellaneous Store Retailers................................,24,21,19,0,0,0,2,0,0,3,2,0,1,0,0,0
Nonstore Retailers..................................................,30,26,17,9,0,0,0,0,0,4,3,0,1,0,0,0
45-Retail Trade..................................................,151,127,105,18,1,1,2,0,0,23,19,1,3,0,0,1
Air Transportation..................................................,33,24,17,7,0,0,0,0,0,8,7,0,1,1,0,0
Rail Transportation..................................................,24,18,10,8,0,0,0,0,0,6,4,0,2,0,0,0
Water Transportation..............................................,156,149,60,89,0,0,0,0,0,6,6,0,0,0,0,1
Truck Transportation..............................................,764,650,412,233,3,2,0,0,0,110,75,3,32,4,0,0
Transit and Ground Passenger Transportation........,973,711,528,182,1,0,0,0,0,253,227,3,23,4,0,5
Pipeline Transportation..........................................,12,9,6,3,0,0,0,0,0,1,1,0,0,0,1,1
Scenic and Sightseeing Transportation..................,20,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0
Support Activities for Transportation......................,293,249,149,97,1,2,0,0,0,39,35,0,4,2,1,2
48-Transportation and Warehousing..................,2275,1830,1194,627,5,4,0,0,0,423,355,6,62,11,2,9
Postal Service..........................................................,2859,2853,2163,689,0,0,1,0,0,4,4,0,0,1,0,1
Couriers and Messengers........................................,319,306,204,102,0,0,0,0,0,13,8,0,5,0,0,0
Warehousing and Storage........................................,358,288,220,67,0,1,0,0,0,70,50,2,18,0,0,0
49-Transportation and Warehousing..................,3536,3447,2587,858,0,1,1,0,0,87,62,2,23,1,0,1
Publishing Industries (except Internet)....................,194,185,110,75,0,0,0,0,0,7,4,0,3,2,0,0
Motion Picture and Sound Recording Industries....,46,44,26,18,0,0,0,0,0,2,2,0,0,0,0,0
Broadcasting (except Internet)................................,155,140,126,14,0,0,0,0,0,8,6,0,2,2,0,5
Telecommunications................................................,617,590,456,134,0,0,0,0,0,24,19,0,5,0,1,2
"Data Processing, Hosting, and Related Services....",9,7,5,2,0,0,0,0,0,2,2,0,0,0,0,0
Other Information Services....................................,62,48,30,18,0,0,0,0,0,14,11,0,3,0,0,0
Information........................................................,1083,1014,753,261,0,0,0,0,0,57,44,0,13,4,1,7
Monetary Authorities-Central Bank.......................,25,24,21,2,1,0,0,0,0,1,0,0,1,0,0,0
