row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut..........................................................,454,388,290,95,1,1,0,1,0,65,57,1,7,1,0,0
Massachusetts......................................................,725,636,485,125,19,3,1,2,1,83,63,6,14,3,0,3
Maine....................................................................,70,52,35,17,0,0,0,0,0,15,14,0,1,1,0,2
New Hampshire....................................................,75,53,47,6,0,0,0,0,0,21,21,0,0,1,0,0
Rhode Island........................................................,116,87,75,11,0,1,0,0,0,22,21,0,1,4,0,3
Vermont................................................................,62,56,46,10,0,0,0,0,0,5,2,0,3,0,0,1
Region I..........................................................,1502,1272,978,264,20,5,1,3,1,211,178,7,26,10,0,9
Delaware..............................................................,78,64,44,15,3,1,0,0,1,14,13,0,1,0,0,0
New Jersey............................................................,1198,927,682,214,21,5,2,1,2,263,233,1,29,2,3,3
New York............................................................,4120,2852,1787,929,82,24,10,4,16,1241,1173,7,61,14,1,12
Puerto Rico..........................................................,355,277,213,64,0,0,0,0,0,74,71,0,3,2,0,2
Virgin Islands......................................................,31,21,20,1,0,0,0,0,0,9,7,0,2,0,0,1
Region II..........................................................,5782,4141,2746,1223,106,30,12,5,19,1601,1497,8,96,18,4,18
District Of Columbia............................................,171,142,95,43,0,3,1,0,0,27,22,1,4,2,0,0
Maryland..............................................................,349,266,189,71,3,2,0,0,1,81,69,0,12,1,0,1
Pennsylvania........................................................,1631,1356,1086,249,11,7,1,1,1,260,213,4,43,5,1,9
Virginia................................................................,387,343,263,79,1,0,0,0,0,44,40,1,3,0,0,0
West Virginia........................................................,336,283,231,48,0,0,0,4,0,45,26,4,15,2,0,6
Region III........................................................,2874,2390,1864,490,15,12,2,5,2,457,370,10,77,10,1,16
Alabama................................................................,424,380,326,53,1,0,0,0,0,43,34,0,9,0,0,1
Florida..................................................................,875,767,624,140,1,1,0,0,1,108,82,4,22,0,0,0
Georgia................................................................,450,394,305,85,3,1,0,0,0,56,50,2,4,0,0,0
Kentucky..............................................................,440,400,322,69,7,1,0,0,1,40,32,0,8,0,0,0
Mississippi............................................................,129,103,90,13,0,0,0,0,0,26,20,1,5,0,0,0
North Carolina......................................................,294,270,217,53,0,0,0,0,0,24,20,0,4,0,0,0
South Carolina......................................................,148,135,120,15,0,0,0,0,0,13,9,1,3,0,0,0
Tennessee............................................................,360,324,236,88,0,0,0,0,0,36,27,0,9,0,0,0
Region IV........................................................,3120,2773,2240,516,12,3,0,0,2,346,274,8,64,0,0,1
Illinois..................................................................,1770,1493,1000,399,49,25,3,0,17,254,193,4,57,7,0,16
Indiana..................................................................,716,628,478,130,13,3,3,1,0,80,59,1,20,5,1,2
Michigan..............................................................,1707,1524,1029,466,14,3,2,9,1,164,132,1,31,10,0,9
Minnesota............................................................,371,273,222,46,1,1,1,1,1,89,60,1,28,4,0,5
Ohio......................................................................,1825,1612,1231,355,19,2,2,1,2,196,144,6,46,9,0,8
Wisconsin............................................................,516,433,324,94,12,1,1,0,1,73,35,5,33,4,0,6
Region V..........................................................,6905,5963,4284,,,35,12,12,22,856,623,18,,,1,46
Arkansas..............................................................,194,167,138,"1,490 28",108 1,0,0,0,0,27,20,1,215 6,39 0,0,0
