row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Chemical Manufacturing........................................,309,263,212,50,0,0,0,0,1,45,33,1,11,0,0,1
Plastics and Rubber Products Manufacturing..........,202,175,131,44,0,0,0,0,0,24,16,0,8,2,0,1
Nonmetallic Mineral Product Manufacturing........,252,220,162,53,2,2,1,0,0,31,24,1,6,0,0,1
32-Manufacturing..............................................,1489,1292,1007,276,3,3,1,0,2,179,122,5,52,5,2,11
Primary Metal Manufacturing................................,523,464,353,107,1,1,1,0,1,54,38,0,16,4,0,1
Fabricated Metal Product Manufacturing................,358,309,240,60,4,2,2,0,1,47,29,3,15,1,0,1
Machinery Manufacturing......................................,347,300,220,75,3,1,0,0,1,41,25,1,15,3,0,3
Computer and Electronic Product Manufacturing..,70,59,49,8,0,0,2,0,0,11,9,0,2,0,0,0
"Electrical Equipment, Appliance, and Component Manufacturing........................................................",222,200,134,62,2,2,0,0,0,20,15,1,4,1,0,1
Transportation Equipment Manufacturing..............,1146,1060,679,379,0,2,0,0,0,83,55,3,25,0,0,3
Furniture and Related Product Manufacturing........,94,87,61,25,1,0,0,0,0,6,3,0,3,1,0,0
Miscellaneous Manufacturing................................,428,355,255,87,5,6,1,0,1,68,42,0,26,4,0,1
33-Manufacturing..............................................,3188,2834,1991,803,16,14,6,0,4,330,216,8,106,14,0,10
"Merchant Wholesalers, Durable Goods..................",190,142,105,35,1,1,0,0,0,47,35,0,12,1,0,0
"Merchant Wholesalers, Nondurable Goods............",372,290,228,58,4,0,0,0,0,78,54,4,20,1,0,3
Wholesale Electronic Markets and Agents and Brokers....................................................................,7,6,5,1,0,0,0,0,0,1,1,0,0,0,0,0
Wholesale Trade................................................,569,438,338,94,5,1,0,0,0,126,90,4,32,2,0,3
Motor Vehicle and Parts Dealers............................,305,243,214,22,6,0,0,0,1,57,43,1,13,4,0,1
Furniture and Home Furnishings Stores..................,30,23,19,3,1,0,0,0,0,7,4,1,2,0,0,0
Electronics and Appliance Stores............................,8,6,4,2,0,0,0,0,0,2,2,0,0,0,0,0
Building Material and Garden Equipment and Supplies Dealers......................................................,66,54,47,,0,0,0,0,0,11,7,0,4,,0,
,,,,7,4,0,2,0,,,,,,0,,1
Food and Beverage Stores......................................,559,498,315,174,,,,,3,56,36,3,17,1,0,4
Health and Personal Care Stores............................,87,61,44,17,0,0,0,0,0,24,19,1,4,0,0,2
Gasoline Stations....................................................,15,8,8,0,0,0,0,0,0,6,3,0,3,1,0,0
