row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
General Merchandise Stores....................................,238,193,178,13,2,0,0,0,0,44,34,3,7,0,0,1
Miscellaneous Store Retailers.................................,90,62,58,1,3,0,0,0,0,27,26,1,0,0,0,1
Nonstore Retailers...................................................,44,36,27,7,1,0,0,0,1,7,6,1,0,1,0,0
45-Retail Trade...................................................,388,305,276,22,6,0,0,0,1,80,68,5,7,1,0,2
Air Transportation...................................................,67,35,29,6,0,0,0,0,0,30,24,1,5,1,1,0
Rail Transportation..................................................,33,29,18,9,2,0,0,0,0,4,4,0,0,0,0,0
Water Transportation...............................................,159,143,74,67,2,0,0,0,0,16,13,1,2,0,0,0
Truck Transportation...............................................,946,791,603,146,36,4,1,0,1,149,123,2,24,4,0,2
Transit and Ground Passenger Transportation........,664,505,397,106,2,0,0,0,0,146,114,2,30,6,1,6
Pipeline Transportation...........................................,53,48,45,3,0,0,0,0,0,5,5,0,0,0,0,0
Scenic and Sightseeing Transportation...................,24,22,22,0,0,0,0,0,0,2,2,0,0,0,0,0
Support Activities for Transportation......................,252,189,130,56,1,2,0,0,0,58,51,0,7,1,0,4
48-Transportation................................................,2198,1762,1318,393,43,6,1,0,1,410,336,6,68,12,2,12
Postal Service..........................................................,2671,2667,1977,690,0,0,0,0,0,3,2,0,1,0,0,1
Couriers and Messengers............................... ........,267,244,166,68,9,0,1,0,0,22,20,0,2,1,0,0
Warehousing and Storage Facilities........................,479,376,319,51,2,4,0,0,0,102,90,2,10,1,0,0
49-Transportation................................................,3417,3287,2462,809,11,4,1,0,0,127,112,2,13,2,0,1
Publishing Industries...............................................,356,310,241,67,2,0,0,0,0,40,30,0,10,1,0,5
Motion Picture and Sound Recording Industries.....,48,41,23,16,0,2,0,0,0,5,4,0,1,0,0,2
Broadcasting and Telecommunications...................,1098,959,771,177,3,7,1,0,0,125,82,4,39,1,0,13
Information Services and Data Processing Services..................................................................,106,88,71,17,0,0,0,0,0,17,16,0,1,0,0,1
Information..........................................................,1608,1398,1106,277,5,9,1,0,0,187,132,4,51,2,0,21
Monetary Authorities - Central Bank......................,17,15,13,2,0,0,0,0,0,1,1,0,0,0,0,1
Credit Intermediation and Related Activities..........,47,39,34,4,1,0,0,0,0,7,2,1,4,1,0,0
