row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Administrative and Support Services......................,1981,1689,1173,476,34,0,1,0,5,278,241,2,35,8,0,6
Waste Management and Remediation Services......,340,266,189,72,2,2,0,0,1,72,57,0,15,0,0,2
Administrative and Support and Waste Management and Remediation Services............,2321,1955,1362,548,36,2,1,0,6,350,298,2,50,8,0,8
Educational Services..........................................,247,197,157,39,1,0,0,0,0,40,29,1,10,2,0,8
Ambulatory Health Care Services...........................,385,310,250,52,4,2,0,2,0,69,57,2,10,1,0,5
Hospitals..................................................................,1417,1188,921,246,5,0,0,16,0,194,114,43,37,5,7,23
Nursing and Residential Care Facilities..................,1296,1050,847,173,8,0,0,22,0,235,168,14,53,6,0,5
Social Assistance.....................................................,242,185,158,27,0,0,0,0,0,47,37,0,10,4,1,5
Health Care and Social Assistance.....................,3340,2733,2176,498,17,2,0,40,0,545,376,59,110,16,8,38
"Performing Arts, Spectator Sports, and Related Industries.................................................................",157,134,65,65,4,0,0,0,0,21,21,0,0,0,0,2
"Museums, Historical Sites, and Similar Institutions...............................................................",27,23,20,3,0,0,0,0,0,3,1,0,2,0,0,1
"Amusement, Gambling, and Recreation Industries",295,266,171,92,3,0,0,0,0,27,26,0,1,2,0,0
"Arts, Entertainment, and Recreation..................",479,423,256,160,7,0,0,0,0,51,48,0,3,2,0,3
Accommodation......................................................,647,582,407,164,7,2,0,0,2,64,45,4,15,1,0,0
Food Services and Drinking Places.........................,457,393,313,79,0,0,1,0,0,56,30,2,24,2,0,6
Accommodation and Food Services...................,1104,975,720,243,7,2,1,0,2,120,75,6,39,3,0,6
Repair and Maintenance..........................................,285,220,165,54,0,1,0,0,0,62,53,0,9,2,0,1
Personal and Laundry Services...............................,299,256,199,57,0,0,0,0,0,39,28,3,8,3,0,1
"Religious, Grantmaking, Civic, Professional, and Similar Organizations..............................................",375,320,210,104,4,2,0,0,0,51,39,1,11,1,0,3
Private Households..................................................,5,3,3,0,0,0,0,0,0,2,1,0,1,0,0,0
Other Services (except Public Administration)..,964,799,577,215,4,3,0,0,0,154,121,4,29,6,0,5
"Executive, Legislative, and Other General Government Support...............................................",29,24,19,5,0,0,0,0,0,5,5,0,0,0,0,0
"Justice, Public Order, and Safety Activities............",98,51,39,10,0,0,0,0,2,42,36,0,6,4,0,1
Administration of Human Resource Programs........,,,,0,,0,,,,,,,,,,
Administration of Environmental Quality,9,4,4,,0,,0,0,0,5,4,1,0,0,0,0
Programs..................................................................,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0
