row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
"Amusement, Gambling and Recreation Industries..",257,214,172,38,1,2,0,0,1,42,32,2,8,1,0,0
"Arts, Entertainment and Recreation....................",581,484,311,143,8,14,0,0,8,90,74,4,12,2,1,4
Accommodation......................................................,679,561,441,109,9,1,1,0,0,112,91,6,15,6,0,0
Foodservices and Drinking Places...........................,390,325,251,68,3,0,1,1,1,57,39,2,16,4,0,4
Accommodation and Foodservices......................,1069,886,692,177,12,1,2,1,1,169,130,8,31,10,0,4
Repair and Maintenance..........................................,228,172,117,51,2,2,0,0,0,47,37,0,10,5,0,4
Personal and Laundry Services...............................,313,232,190,39,2,0,0,0,1,76,50,5,21,4,0,1
"Religious, Grantmaking, Civic, and Professional and Similar Organizations.......................................",283,261,138,114,5,2,1,0,1,19,16,2,1,0,0,3
Private Households..................................................,9,7,5,2,0,0,0,0,0,2,1,0,1,0,0,0
Other Services (except Public Administration) .....................,833,672,450,206,9,4,1,0,2,144,104,7,33,9,0,8
"Executive, Legislative, Public Finance and General Government...............................................",28,26,19,7,0,0,0,0,0,2,2,0,0,0,0,0
"Justice, Public Order, and Safety.............................",101,73,60,12,1,0,0,0,0,27,25,0,2,1,0,0
Administration of Human Resource Programs........,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0
Administration of Environmental Quality Programs................................................................,6,4,3,1,0,0,0,0,0,1,1,0,0,0,0,1
"Administration of Housing Programs, Urban Planning, and Community Development................",7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Space Research and Technology.............................,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
National Security and International Affairs............,18,13,13,0,0,0,0,0,0,5,4,0,1,0,0,0
Public Administration..........................................,165,126,105,20,1,0,0,0,0,36,33,0,3,1,0,2
Unclassified Establishments................................,426,329,257,71,0,1,0,0,0,90,70,4,16,2,0,5
,33457,28053,21464,,,,,,,,4110,125,817,109,17,226
"Total, all industrial groups...................................",,,,5821,446,166,27,35,94,5052,,,,,,
