row_label,col_1,col_2
"Steiner Bros., and/or Lenox Furnace Co., The",43,1384
Sterling Advertising Co,42,281
Sterling Co,49,50
"Sterling Electric Motors, Inc",42,769
Stewart-Warner Corp,43,1233
Stewart-Warner Corp,50,968
Stokerunit Corp,45,340
"Studebaker Corp., The",46,1315
"Sturtevant, B. F., Co., Hyde Park, Mass",44,722
"Sturtevant, B. F., Co., Western Division, Illinois",49,670
Sunbeam Electric Mfg. Co,42,825
"Sunshine Mining Co., Manganese Division",48,301
"Superheater Co., The",44,947
Superior Coach Corp,49,873
Superior Tanning Co,43,734
"Swank, Hiram, Sons",44,1270
Swift & Co,42,1184
Swift & Co,45,209
Swift & Co,46,1171
Swift Lubricator Co,"4,9",282
"Tampa Florida Brewery, Inc",42,642
"Telegram Publishing Co., The, Salt Lake Tribune Publishing Co",42,662
"Tennessee Aircraft, Inc",45,589
"Tennessee Coal, Iron & R. R. Co",45,423
"Tennessee Coal, Iron & R. R. Co",46,941
"Tennessee Coal, Iron & R. R. Co",49,667
"Tennessee Coal, Iron & R. R. Co",49,497
"Tennessee Coal, Iron & R. R. Co",49,588
Tennessee-Schuylkill Corp,46,923
"Terrytoons, Inc",49,401
"Texas Co., The, San Antonio, Tex",43,250
"Texas Co., The, Indian Refinery",44,770
"Texas Co., Port Arthur Works",50,",420"
Textileather Corp,49,199
Textile By Products Co,46,170
*Thermatomic Carbon Co,44,734
"Thomas Paper Stock Co., Inc",43,377
"Thompson Products, Inc",47,619
Thonet Bros,45,582
Thunder Lake Lumber Co,43,321
Tide Water Associated Oil Co,49,467
Times Publishing Co,49,506
Timm Aircraft Corp,48,505
Timm Aircraft Corp,48,522
Tip Top Creamery Co,48,57
"Todd-Johnson Dry Docks, Inc",42,489
