row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Florida.......................................................,8,0,0,0,0,8,747,639,235,235,0,0,404,0
Georgia......................................................,5,4,4,0,0,1,513,497,251,251,0,0,246,362
Maryland...................................................,7,1,1,0,0,6,158,151,63,63,0,0,88,29
North Carolina...........................................,5,1,1,0,0,4,472,429,143,143,0,0,286,26
South Carolina...........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia.....................................................,6,2,2,0,0,4,337,291,118,118,0,0,173,92
West Virginia............................................,2,1,1,0,0,1,82,70,39,39,0,0,31,61
South Atlantic......................................,37,10,10,0,0,27,3378,2991,1477,1477,0,0,1514,1510
Iowa...........................................................,4,0,0,0,0,4,158,97,27,27,0,0,70,0
Kansas.......................................................,9,6,5,1,0,3,3628,2986,2034,2034,0,0,952,3403
Minnesota..................................................,24,10,7,2,1,14,1057,836,440,419,9,12,396,759
Missouri....................................................,13,4,4,0,0,9,399,354,177,177,0,0,177,169
Nebraska....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Dakota.............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota.............................................,1,0,0,0,0,1,11,11,2,2,0,0,9,0
West North Central..............................,51,20,16,3,1,31,5253,4284,2680,2659,9,12,1604,4331
Arkansas....................................................,2,1,1,0,0,1,234,218,100,100,0,0,118,123
Louisiana...................................................,2,1,1,0,0,1,140,138,69,69,0,0,69,140
Oklahoma..................................................,4,1,1,0,0,3,59,53,17,17,0,0,36,20
Texas.........................................................,11,4,4,0,0,7,1365,1103,637,628,0,9,466,818
West South Central..............................,19,7,7,0,0,12,1798,1512,823,814,0,9,689,1101
"Total, all States and areas.....................",365,122,110,5,7,243,25900,21788,11656,10805,261,590,10132,14982
