row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Crop Production......................................................,16,14,10,3,0,0,0,0,1,1,0,0,1,0,0,1
Animal Production..................................................,25,22,17,5,0,0,0,0,0,3,2,0,1,0,0,0
Forestry and Logging..............................................,6,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"Fishing, Hunting and Trapping................................",2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Support Activities for Agriculture and Forestry......,19,11,8,2,0,0,0,0,1,8,6,0,2,0,0,0
"Agriculture, Forestry, Fishing, and Hunting......",68,54,37,15,0,0,0,0,2,13,9,0,4,0,0,1
Oil and Gas Extraction............................................,17,15,15,0,0,0,0,0,0,2,2,0,0,0,0,0
Mining (except Oil and Gas)..................................,183,158,139,16,2,1,0,0,0,24,13,0,11,1,0,0
Support Activities for Mining................................,23,16,13,3,0,0,0,0,0,7,6,1,0,0,0,0
Mining................................................................,223,189,167,19,2,1,0,0,0,33,21,1,11,1,0,0
Utilities..............................................................,512,426,317,104,2,0,3,0,0,82,75,1,6,1,1,2
"Building, Developing and General Contracting......",486,345,193,66,53,16,3,0,14,137,137,0,0,1,1,2
Heavy Construction................................................,415,267,149,64,31,15,2,0,6,148,142,1,5,0,0,0
Special Trade Contractors......................................,3069,1907,1375,382,91,36,5,0,18,1157,1101,25,31,1,0,4
Construction......................................................,3970,2519,1717,512,175,67,10,0,38,1442,1380,26,36,2,1,6
Food Manufacturing................................................,894,786,613,168,5,0,0,0,0,100,79,2,19,4,0,4
Beverage and Tobacco Product Manufacturing......,192,151,114,35,2,0,0,0,0,39,28,1,10,2,0,0
Textile Mills............................................................,45,43,34,9,0,0,0,0,0,2,1,1,0,0,0,0
Textile Product Mills..............................................,22,21,16,5,0,0,0,0,0,1,1,0,0,0,0,0
Apparel Manufacturing..........................................,27,21,15,6,0,0,0,0,0,6,6,0,0,0,0,0
Leather and Allied Product Manufacturing............,10,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0
31-Manufacturing..............................................,1190,1032,796,229,7,0,0,0,0,148,115,4,29,6,0,4
Wood Product Manufacturing................................,113,99,77,18,3,1,0,0,0,11,6,2,3,2,0,1
Paper Manufacturing..............................................,383,345,260,84,0,1,0,0,0,37,26,0,11,0,0,1
Printing and Related Support Activities..................,113,96,84,12,0,0,0,0,0,17,12,0,5,0,0,0
Petroleum and Coal Products Manufacturing..........,119,91,75,15,0,0,0,0,1,25,23,0,2,0,0,3
