row_label,col_1,col_2
A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a)
Subsections of Sec. 8(a): Total cases,23119,100.0
8(a)(1),3777,16.3
8(1)(1X2,213,0.9
8(a)(1X3,8187,35.4
8(aX1X4,180,0.8
801X1X5,7499,32.4
8(aX1X2)(3,178,0.8
8(aX1)(2)(4,6,0.0
8(aX1X2)(5,104,0.4
8(aX1X3)(4,627,2.7
8(aX1X3)(5,2065,8.9
8(aX1X4X5,27,0.1
800(1X2X3X4,16,0.1
8(a)(1)(2X3)(5,94,0.4
800(1X2X4)(5,3,0.0
8(a)(1X3)(1)(5,128,0.6
800(1)(2)(3)(4)(5,15,0.1
Recapitulauon1,,
8(a)(1)2,23119,100.0
8(a)(2),629,2.7
8(aX3),11310,48.9
8(aX4),1072,4.3
8(aX5),9935,43.0
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b)
Subsections of Sec. 8(b):,,
Total cases,9249,100.0
8(b)(1),6232,674
8(b)(2),48,. 0.5
8()X3),214,2.3
8(bX4),964,10.4
8(bX5),2,0.0
8(b)(6),4,0.0
8(b)(7),208,2.2
8(b)(1X2),1.165,12.6
8(b)(1X3),299,3.2
8(b)(1X5),7,0.1
13(bX1X6),14,0.2
8(bX2X3),4,0.0
8(bX2X5),3,00
8(8)(2)(8),1,0.0
8(b)(3)(6),1,0.0
8(b)(1)(2X3),71,0.8
8(b)(1)(2X5),3,0.0
8(3)(1X2X6),3,0.0
80/X1X3)(5),2,0.0
8(bX1X3X6) 8(b)(1)(2)(3)(5),2,0.0 0.0
8(bXl)(2)(5X6),1 1,0.0
