row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Pending October 1, 2005....................","*12,022",5193,3753,512,2534,30
Received fiscal 2006..........................,16887,6218,5708,697,4236,28
On docket fiscal 2006........................,28909,11411,9461,1209,6770,58
Closed fiscal 2006..............................,17963,6721,5935,798,4478,31
"Pending September 30, 2006..............",10946,4690,3526,411,2292,27
,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases,CB Cases
"Pending October 1, 2005....................",1991,17,33,9,1653,279
Received fiscal 2006..........................,5622,15,24,12,4989,582
On docket fiscal 2006........................,7613,32,57,21,6642,861
Closed fiscal 2006..............................,5603,22,31,13,4906,631
"Pending September 30, 2006..............",2010,10,26,8,1736,230
,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases,CC Cases
"Pending October 1, 2005....................",214,0,5,0,7,202
Received fiscal 2006..........................,342,5,1,1,19,316
On docket fiscal 2006........................,556,5,6,1,26,518
Closed fiscal 2006..............................,329,4,1,1,17,306
"Pending September 30, 2006..............",227,1,5,0,9,212
,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases,CD Cases
"Pending October 1, 2005....................",54,3,1,2,3,45
Received fiscal 2006..........................,109,6,1,2,7,93
On docket fiscal 2006........................,163,9,2,4,10,138
Closed fiscal 2006..............................,117,6,2,4,7,98
"Pending September 30, 2006..............",46,3,0,0,3,40
,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases,CE Cases
"Pending October 1, 2005....................",19,1,1,0,1,16
Received fiscal 2006..........................,32,3,0,1,2,26
On docket fiscal 2006........................,51,4,1,1,3,42
Closed fiscal 2006..............................,40,3,0,1,2,34
"Pending September 30, 2006..............",11,1,1,0,1,8
,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases,CG Cases
"Pending October 1, 2005....................",7,0,0,0,1,6
Received fiscal 2006..........................,32,0,0,0,0,32
On docket fiscal 2006........................,39,0,0,0,1,38
Closed fiscal 2006..............................,30,0,0,0,0,30
"Pending September 30, 2006..............",9,0,0,0,1,8
,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases,CP Cases
"Pending October 1, 2005....................",29,0,1,0,7,21
Received fiscal 2006..........................,67,0,0,0,5,62
On docket fiscal 2006........................,96,0,1,0,12,83
Closed fiscal 2006..............................,71,0,0,0,11,60
"Pending September 30, 2006..............",25,0,1,0,1,23
