row_label,col_1,col_2,col_3
All Cases,,,
Received-Closed-Pending . .,1,Rerun Results,11E
Distribution of Intake:,,Ruled on,11B
by Industry,5,Size of Units . .. . ..... .,17
Geographic .. . ..,"6A, B",Types of Elections Union-Shop Deauthorization,11
Court Litigation,,Polls-Results of . . .. . . . .. . ..,12
,,Valid Votes Cast,14
Appellate Decisions,19A,,
Enforcement and Review,19,Unfair Labor Practice Cases,
Injunction Litigation,20,,
,,Received-Closed-Pending,"1, 1A"
Miscellaneous Litigation . .,21,"Allegations, Types of",2
Representation and Union,,Disposition:,
Deauthorization Cases,,by Method,7
,,by Stage,8
General,,Jurisdictional Dispute Cases,
Received-Closed-Pending,"1, 1B",(Before Complaint),7A
Disposition:,,Formal Actions Taken . . ..,4
by Method . . .. . .,10,Size of Establishment,
by Stage,9,,18
Formal Action Taken,3 B,(Number of Employees),
Elections,,Amendment of Certification and Unit Clarification Cases,
Final Outcome,13,Received-Closed-Pending,1
Geographic Distribution,"15A, B",Disposition by Method,10A
Industrial Distribution,16,Formal Actions Taken,3C
Objections/Challenges:,,,
Elections Conducted,11A,Advisory Opinions,
Disposition,11D,Received-Closed-Pending. . ..,22
Party Filing,11C,Disposition by Method,22A
