row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
New Hampshire........................................,1,1,0,1,0,0,214,181,127,0,127,0,54,214
Rhode Island............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont....................................................,2,1,0,0,1,1,77,63,37,0,2,35,26,72
New England........................................,7,3,1,1,1,4,490,416,239,44,160,35,177,339
Alaska........................................................,2,1,0,1,0,1,30,24,12,1,11,0,12,20
American Samoa......................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California..................................................,26,12,4,8,0,14,1999,1589,823,184,459,180,766,811
Federated States of Micronesia................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii......................................................,2,0,0,0,0,2,55,47,16,16,0,0,31,0
Marshall Islands........................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands..........................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon......................................................,9,3,1,2,0,6,347,325,146,31,115,0,179,208
Palau..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington..............................................,10,8,2,6,0,2,592,539,319,20,299,0,220,563
Pacific..................................................,49,24,7,17,0,25,3023,2524,1316,252,884,180,1208,1602
Delaware..................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District Of Columbia................................,3,2,0,2,0,1,256,166,139,0,128,11,27,187
Florida......................................................,9,2,1,1,0,7,784,707,343,146,197,0,364,104
Georgia......................................................,2,1,0,1,0,1,155,143,25,0,25,0,118,29
Maryland..................................................,5,1,0,1,0,4,263,231,103,31,72,0,128,4
North Carolina..........................................,3,3,2,1,0,0,80,71,43,31,12,0,28,80
South Carolina..........................................,3,2,2,0,0,1,337,313,98,98,0,0,215,49
Virginia....................................................,2,1,0,0,1,1,46,36,30,0,0,30,6,40
West Virginia............................................,1,1,0,1,0,0,58,57,36,0,36,0,21,58
South Atlantic......................................,28,13,5,7,1,15,1979,1724,817,306,470,41,907,551
Iowa..........................................................,8,3,1,2,0,5,179,162,81,53,28,0,81,142
Kansas......................................................,1,0,0,0,0,1,7,6,1,1,0,0,5,0
Minnesota..................................................,11,4,1,3,0,7,371,311,171,23,148,0,140,214
Missouri....................................................,13,2,0,2,0,11,1334,969,446,135,311,0,523,711
Nebraska....................................................,1,1,0,1,0,0,75,65,53,0,53,0,12,75
