row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Oklahoma............................................,160,144,117,26,0,0,0,1,0,16,15,0,1,0,0,0
Texas...................................................,883,824,621,202,1,0,0,0,0,56,41,2,13,2,0,1
Region VI.......................................,1599,1468,1148,318,1,0,0,1,0,125,97,3,25,2,0,4
Iowa.....................................................,128,105,84,18,1,0,0,0,2,23,13,0,10,0,0,0
Kansas.................................................,123,99,77,22,0,0,0,0,0,23,18,0,5,0,0,1
Missouri..............................................,596,532,404,118,7,3,0,0,0,59,34,3,22,4,0,1
Nebraska..............................................,60,49,46,3,0,0,0,0,0,11,9,0,2,0,0,0
Region VII......................................,907,785,611,161,8,3,0,0,2,116,74,3,39,4,0,2
Colorado..............................................,368,340,267,71,2,0,0,0,0,28,20,0,8,0,0,0
Montana..............................................,68,59,54,5,0,0,0,0,0,8,6,0,2,0,0,1
North Dakota.......................................,12,11,9,2,0,0,0,0,0,1,0,0,1,0,0,0
South Dakota.......................................,15,11,7,4,0,0,0,0,0,4,3,0,1,0,0,0
Utah.....................................................,95,83,55,25,2,0,1,0,0,12,6,3,3,0,0,0
Wyoming.............................................,31,23,18,5,0,0,0,0,0,7,4,0,3,1,0,0
Region VIII....................................,589,527,410,112,4,0,1,0,0,60,39,3,18,1,0,1
American Samoa.................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona................................................,369,342,265,72,4,0,0,0,1,25,18,1,6,0,0,2
California............................................,3681,3279,2123,1100,30,16,2,2,6,361,299,11,51,23,1,17
Federated States of Micronesia...........,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam...................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii.................................................,250,232,204,28,0,0,0,0,0,18,15,0,3,0,0,0
Marshall Islands..................................,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands....................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada................................................,375,339,205,110,11,6,6,1,0,33,30,3,0,0,0,3
Palau....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Minor Outlying Islands...............,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IX.......................................,4676,4193,2798,1310,45,22,8,3,7,437,362,15,60,23,1,22
Alaska..................................................,81,65,58,7,0,0,0,0,0,14,13,0,1,1,0,1
Idaho....................................................,45,36,30,6,0,0,0,0,0,9,7,0,2,0,0,0
Oregon................................................. Washington.........................................,294 849,231 716,179,50 195,0 6,0 4,0 0,2 0,0,55,36 84,2 2,17 36,3 3,0 0,5 8
Region,,,511,,,,,,0,122,140,,,7,,
X........................................,1269,1048,778,258,6,4,0,2,0,200,,4,56,,0,14
"Total, all States and areas...............",25838,22930,16532,5998,206,127,15,19,33,2695,2052,75,568,96,7,110
