row_label,col_1,col_2
Appendix C. Decisions Rendered During 1943 123,Appendix C. Decisions Rendered During 1943 123,Appendix C. Decisions Rendered During 1943 123
,Volume,Page
Budd Wheel Co,49,1350
Burton-Dixie Corp,48,621
Cape County Milling Co,49,226
"Capitol Greyhound Lines of Indiana, Inc",49,156
Carrington Publishing Co,42,356
Carter Carburetor Corp,48,354
"Capitol Automatic Music Co., Inc",47,637
Central Dispensary and Emergency Hospital,50,336
Central Paint & Varnish Co,43,1193
Central Steel & Tube Co,48,604
"Century Oxford, Inc",47,835
Century Projector Corp,49,636
Cherry River Boom & Lumber Co,44,273
Chicago Flexible Shaft Co,48,1428
Chicago Metal & Mfg. Co,48,1370
Chicago Steel Foundry Co,49,100
Cleveland Electric Illuminating Co,49,300
Clinton Woolen Mfg. Co,49,11
Coca-Cola Bottling Works,46,180
"Coca-Cola Bottling Co., Bireleys Beverage Co",48,1335
Colonial Products Co,44,174
Columbian Carbon Co,47,1010
Columbia Products Corp,48,1452
Commonwealth Edison Co',45,482
"Consolidated Aircraft Corp. Plant No. 3, Fort Worth Division",46,1120
Consolidated Aircraft Corp,47,694
Converse Bridge & Steel Co,49,374
Corn Products Refining Co,49,1377
"Country Club Frocks, Inc., and Inman, Max, Inc",45,836
Crow Bar Coal Co,48,660
Crown Can Co,42,1160
Dadourian Export Corp,46,498
"Disney, Walt, Productions, Inc",48,892
Donnelly Garment Co,50,241
Dowty Equipment Corp,45,214
Drexel Furniture Co,48,683
"Duncan Foundry & Machine Works, Inc",50,609
"duPont, E. I., de Nemours & Co",49,1362
Eastern Supply Co,47,49
East Texas Motor Freight Lines,47,1023
"Elvine Knitting Mills, Inc",43,695
Emerson Radio & Phonograph Corp,43,613
"Enderlein Iron Foundry, Enderlein, Harry G., Inc",46,36
