row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut.........................................,425,358,296,57,2,0,3,0,0,63,59,0,4,1,0,3
Massachusetts.....................................,715,623,527,88,7,0,0,1,0,80,71,1,8,2,0,10
Maine..................................................,112,106,96,9,0,0,0,1,0,6,5,0,1,0,0,0
New Hampshire..................................,65,43,42,1,0,0,0,0,0,20,17,0,3,0,0,2
Rhode Island.......................................,92,74,54,14,4,2,0,0,0,18,15,1,2,0,0,0
Vermont..............................................,37,29,24,5,0,0,0,0,0,7,7,0,0,0,0,1
Region I.........................................,1446,1233,1039,174,13,2,3,2,0,194,174,2,18,3,0,16
Delaware.............................................,53,32,26,5,1,0,0,0,0,21,19,0,2,0,0,0
New Jersey..........................................,1252,1077,667,366,23,20,1,0,0,165,146,2,17,4,0,6
New York...........................................,2926,2487,1532,840,54,30,8,2,21,411,342,6,63,13,1,14
Puerto Rico.........................................,310,274,210,64,0,0,0,0,0,29,26,0,3,2,0,5
Virgin,34,25,23,2,0,0,0,0,0,8,8,0,0,1,0,0
Islands................................................. Region II........................................,4575,3895,2458,1277,78,50,9,2,21,634,541,8,85,20,1,25
District of Columbia...........................,207,170,99,71,0,0,0,0,0,36,30,0,6,0,0,1
Maryland.............................................,367,309,243,65,1,0,0,0,0,57,54,0,3,0,0,1
Pennsylvania.......................................,1379,1189,860,289,22,11,4,2,1,172,135,1,36,5,0,13
Virginia...............................................,572,529,439,90,0,0,0,0,0,39,31,2,6,3,1,0
West Virginia......................................,253,236,196,31,3,1,1,4,0,16,14,0,2,1,0,0
Region III.......................................,2778,2433,1837,546,26,12,5,6,1,320,264,3,53,9,1,15
Alabama..............................................,457,424,267,157,0,0,0,0,0,33,29,1,3,0,0,0
Florida.................................................,722,631,474,155,2,0,0,0,0,90,65,3,22,0,1,0
Georgia...............................................,425,371,269,97,4,0,0,0,1,54,42,2,10,0,0,0
Kentucky.............................................,445,402,317,79,2,0,0,4,0,33,21,0,12,2,7,1
Mississippi..........................................,145,124,96,28,0,0,0,0,0,19,18,0,1,0,0,2
North Carolina....................................,353,325,237,88,0,0,0,0,0,26,13,1,12,0,0,2
South Carolina....................................,113,101,73,28,0,0,0,0,0,12,11,0,1,0,0,0
Tennessee............................................,341,309,229,79,1,0,0,0,0,32,25,2,5,0,0,0
Region IV......................................,3001,2687,1962,711,9,0,0,4,1,299,224,9,66,2,8,5
Illinois.................................................,1387,1157,804,,,34,,0,,204,153,6,45,12,1,
,,,,270,36,,4,,9,,,,,,,13
Indiana................................................,684,609,472,95,35,0,0,1,6,70,58,0,12,3,0,2
Michigan.............................................,1413,1273,868,391,9,4,0,0,1,128,84,4,40,1,0,11
Minnesota........................................... Ohio....................................................,397,324,259,58,6,0 0,1 33,0,0 0,69,44,1 62,24 39,0,0,4
,1437,"1,244 386",854,312,43,,,2,,182,81,,,6,0,4
Wisconsin...........................................,459,,288,96,1,0,0,0,1,68,41,9,18,1,1,4
Region V........................................ Arkansas.............................................,"5,777 127","4,993 109","3,545 79","1,222 30",130 0,38 0,38 0,3 0,17 0,721 18,461 10,82 2,178 6,23 0,2 0,38 0
