row_label,col_1,col_2
Total number of cases closed before Issuance of complaint,355,100 0
Agreement of the parties---informal settlement,140,39 4
Before 10(k) notice,104,293
"After 10(k) notice, before opening of 10(k) hearing",35,99
"After operung of 10(k) hearing, before Issuance of Board decision and determination of dispute",1,03
Compliance with board decision and determination of dispute,4,11
Withdrawal,138,389
Before 10(k) notice,118,33 2
"After 10(k) notice, before opening of 10(K) hearing",9,25
"After operung of 10(k) hearing, before issuance of Board decision and determination of dispute",11,31
After Board decision and determination of dispute,0,00
Dismissal,73,206
Before 10(k) notice,64,18 0
"After 10(k) notice, before opening of 10(k) hearing",5,14
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute",2,06
By Board decision and determination of dispute,2,06
