row_label,col_1,col_2
Total number of cases closed before issuance of complaint,273,100.0
Agreement of the parties-informal settlement,103,37.9
Before 10(k) notice,78,28.7
"After 10(k) notice, before opening of 10(k) hearing",25,9.2
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",,0.0
Compliance with Board decision and determination of dispute,2,0.7
Withdrawal,119,43.4
Before 10(k) notice,109,39.7
"After 10(k) notice, before opening of 10(k) hearing",8,2.9
"After opening of 10(k) hearmg, before issuance of Board decision and determination of din- pate",2,0.7
After Board decision and determination of dispute,0,0.0
Dismissal,49,18.0
Before 10(k) notice,43,15.8
"After 10(k) notice, before opening of 10(k) hearing",3,1.1
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute",1,0.4
By Board decision and determination of dispute,2,0.7
