row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Crop Production........................................,3,0,0,0,0,3,313,247,86,0,86,0,161,112
Animal Production....................................,2,1,1,0,0,1,421,394,127,47,80,0,267,85
Forestry and Logging................................,1,1,1,0,0,0,115,11,11,11,0,0,0,0
"Agriculture, Forestry, Fishing, and Hunting......................................................",6,2,2,0,0,4,849,652,224,58,166,0,428,197
Oil and Gas Extraction..............................,2,2,1,1,0,0,23,22,17,6,11,0,5,23
Mining (except Oil and Gas).....................,10,1,1,0,0,9,697,616,253,214,39,0,363,7
"Support Activities for Mining................... Mining, Quarrying, and Oil and Gas",2,1,0,1,0,1,120,99,41,0,41,0,58,20
Extraction..................................................,14,4,2,2,0,10,840,737,311,220,91,0,426,50
Utilities.................................................,49,28,22,6,0,21,1270,1126,580,403,169,8,546,498
Construction of Buildings.........................,23,13,7,5,1,10,816,591,378,273,92,13,213,373
Heavy and Civil Engineering Construction..............................................,15,3,3,0,0,12,352,292,125,113,12,0,167,131
Specialty Trade Contractors......................,92,62,46,14,2,30,2125,1512,1117,829,230,58,395,1459
Construction.........................................,130,78,56,19,3,52,3293,2395,1620,1215,334,71,775,1963
Food Manufacturing..................................,45,23,7,13,3,22,9349,8327,4328,289,3849,190,3999,7170
Beverage and Tobacco Product,,,,,,,,,,,,,,
Manufacturing...........................................,13,5,1,4,0,8,581,531,233,71,126,36,298,168
Textile Mills..............................................,1,1,0,1,0,0,4,3,3,0,3,0,0,4
Textile Product Mills................................,1,1,0,1,0,0,214,181,127,0,127,0,54,214
Apparel Manufacturing.............................,1,0,0,0,0,1,95,86,14,0,14,0,72,0
31-Manufacturing.................................,61,30,8,19,3,31,10243,9128,4705,360,4119,226,4423,7556
Wood Product Manufacturing...................,4,1,0,1,0,3,170,147,45,39,6,0,102,9
Paper Manufacturing.................................,10,6,2,4,0,4,663,642,296,180,116,0,346,295
Printing and Related Support Activities....,7,2,1,1,0,5,102,87,27,6,21,0,60,45
Petroleum and Coal Products Manufacturing...........................................,7,1,0,1,0,6,834,752,268,244,24,0,484,22
Chemical Manufacturing...........................,17,4,3,1,0,13,639,603,248,129,119,0,355,56
