row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Crop Production........................................,1,0,0,0,0,1,35,35,12,12,0,0,23,0
Animal Production....................................,8,4,4,0,0,4,420,361,147,134,0,13,214,107
Forestry and Logging................................,4,2,2,0,0,2,60,55,19,19,0,0,36,16
Support Activities for Agriculture and Forestry.....................................................,5,2,2,0,0,3,191,171,58,57,1,0,113,108
"Agriculture, Forestry, Fishing, and Hunting......................................................",18,8,8,0,0,10,706,622,236,222,1,13,386,231
Oil and Gas Extraction..............................,4,4,4,0,0,0,116,110,101,82,19,0,9,116
Mining (except Oil and Gas).....................,24,14,14,0,0,10,1068,1014,487,487,0,0,527,341
Support Activities for Mining...................,3,1,1,0,0,2,205,201,103,103,0,0,98,13
Mining..................................................,31,19,19,0,0,12,1389,1325,691,672,19,0,634,470
Utilities.................................................,94,49,46,0,3,45,6590,6191,2637,2346,0,291,3554,1462
"Building, Developing and General Contracting................................................",42,17,15,0,2,25,1281,1007,453,400,0,53,554,564
Heavy Construction...................................,27,15,12,2,1,12,1054,732,472,373,88,11,260,781
Special Trade Contractors.........................,255,140,137,2,1,115,7931,5754,3103,3041,0,62,2651,4403
Construction.........................................,324,172,164,4,4,152,10266,7493,4028,3814,88,126,3465,5748
Food Manufacturing..................................,79,41,40,1,0,38,9054,8151,4820,4760,23,37,3331,5085
Beverage and Tobacco Product Manufacturing...........................................,32,17,17,0,0,15,1670,1614,789,671,0,118,825,644
Textile Mills..............................................,4,0,0,0,0,4,722,607,183,93,90,0,424,0
Textile Product Mills................................,3,2,1,0,1,1,329,312,201,184,0,17,111,308
Apparel Manufacturing.............................,12,10,8,0,2,2,1136,1501,1445,1260,0,185,56,1108
Leather and Allied Product Manufacturing...........................................,5,4,2,0,2,1,224,196,161,70,0,91,35,220
31-Manufacturing.................................,135,74,68,1,5,61,13135,12381,7599,7038,113,448,4782,7365
