row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware..................................................,15,7,7,0,0,8,386,368,160,160,0,0,208,103
District Of Columbia................................,15,14,7,1,6,1,1273,732,699,80,269,350,33,1267
Florida......................................................,79,41,35,4,2,38,7166,6177,3245,2655,112,478,2932,3395
Georgia......................................................,33,16,15,1,0,17,3259,2806,1039,967,40,32,1767,558
Maryland..................................................,48,30,16,0,14,18,2287,1834,995,664,3,328,839,1179
North Carolina..........................................,13,5,4,1,0,8,497,475,209,190,19,0,266,129
South Carolina..........................................,3,2,1,0,1,1,55,55,31,21,1,9,24,11
Virginia....................................................,34,22,16,6,0,12,1049,860,472,362,98,12,388,649
West Virginia............................................,29,14,13,1,0,15,1331,1231,466,451,15,0,765,354
South Atlantic......................................,269,151,114,14,23,118,17303,14538,7316,5550,557,1209,7222,7645
Iowa..........................................................,36,15,14,1,0,21,2147,1914,810,810,0,0,1104,590
Kansas......................................................,19,13,12,0,1,6,854,809,356,345,0,11,453,226
Minnesota..................................................,66,35,29,6,0,31,3014,2652,1167,1104,63,0,1485,896
Missouri....................................................,72,34,28,6,0,38,6669,5746,2242,1224,139,879,3504,1313
Nebraska....................................................,7,3,3,0,0,4,701,640,356,356,0,0,284,461
North Dakota............................................,9,4,4,0,0,5,390,377,145,145,0,0,232,71
South Dakota............................................,6,4,4,0,0,2,496,423,94,94,0,0,329,52
West North Central..............................,215,108,94,13,1,107,14271,12561,5170,4078,202,890,7391,3609
Arkansas....................................................,13,8,8,0,0,5,932,805,397,397,0,0,408,562
Louisiana..................................................,22,13,12,1,0,9,1690,1875,1235,1212,20,3,640,1064
Oklahoma..................................................,11,6,6,0,0,5,1892,1725,567,320,247,0,1158,399
Texas........................................................,60,34,29,3,2,26,5999,5310,2246,2188,44,14,3064,2240
West South Central..............................,106,61,55,4,2,45,10513,9715,4445,4117,311,17,5270,4265
"Total, all States and areas....................",2647,1487,1300,108,79,1160,177167,150766,76550,66750,4000,5800,74216,81340
