row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Plastics and Rubber Products Manufacturing...........................................,9,4,4,0,0,5,308,288,172,155,17,0,116,277
Nonmetallic Mineral Product Manufacturing...........................................,19,8,6,2,0,11,373,387,213,119,94,0,174,139
32-Manufacturing.................................,73,26,16,10,0,47,3089,2906,1269,872,397,0,1637,843
Primary Metal Manufacturing...................,16,6,5,1,0,10,759,735,383,362,21,0,352,289
Fabricated Metal Product Manufacturing.,10,4,1,2,1,6,388,302,87,62,14,11,215,131
Machinery Manufacturing.........................,12,4,3,1,0,8,514,456,251,175,76,0,205,136
Computer and Electronic Product Manufacturing...........................................,6,6,6,0,0,0,26,25,25,25,0,0,0,26
"Electrical Equipment, Appliance, and Component Manufacturing.......................",9,5,2,3,0,4,496,445,150,117,33,0,295,81
Transportation Equipment Manufacturing,28,14,12,2,0,14,2149,2011,1024,966,58,0,987,995
Furniture and Related Product Manufacturing...........................................,7,5,2,2,1,2,352,305,197,61,103,33,108,251
Miscellaneous Manufacturing...................,11,5,4,1,0,6,815,613,283,252,31,0,330,153
33-Manufacturing.................................,99,49,35,12,2,50,5499,4892,2400,2020,336,44,2492,2062
"Merchant Wholesalers, Durable Goods....",16,6,2,4,0,10,746,706,420,143,272,5,286,349
"Merchant Wholesalers, Nondurable Goods........................................................",28,17,2,15,0,11,1248,1146,601,9,592,0,545,830
Wholesale Electronic Markets and Agents and Brokers...................................,2,1,0,1,0,1,90,85,49,0,49,0,36,56
Wholesale Trade..................................,46,24,4,20,0,22,2084,1937,1070,152,913,5,867,1235
Motor Vehicle and Parts Dealers..............,21,9,6,3,0,12,567,509,310,246,64,0,199,356
Furniture and Home Furnishings Stores...,2,0,0,0,0,2,12,12,4,0,4,0,8,0
Electronics and Appliance Stores.............,4,1,0,1,0,3,76,75,33,18,15,0,42,17
Building Material and Garden Equipment and Supplies Dealers.................................,2,2,2,0,0,0,12,11,8,8,0,0,3,12
Food and Beverage Stores.........................,31,12,2,10,0,19,1060,958,451,14,437,0,507,429
Health and Personal Care Stores...............,6,3,2,1,0,3,252,215,112,49,33,30,103,115
