row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12
TOTALS-ALL TYPES,14,13,1,7,7,0,6,5,1,1,1,0
NLRB-initiated actions or interventions,2,1,1,1,1,0,1,0,1,0,0,0
To enforce subpoenas,1,0,1,0,0,0,1,0,1,0,0,0
Amicus brief re: Section 302,1,1,0,1,1,0,0,0,0,0,0,0
Action by other parties,12,12,0,6,6,0,5,5,0,1,1,0
To review:,6,6,0,3,3,0,3,3,0,0,0,0
Prosecutorial discretion,5,5,0,2,2,0,3,3,0,0,0,0
Nonfinal/representation case orders,1,1,0,1,1,0,0,0,0,0,0,0
To restrain NLRB from:,6,6,0,3,3,0,2,2,0,0,0,0
Proceeding in representation case,1,1,0,1,1,0,0,0,0,0,0,0
Proceeding in unfair labor practice case,1,1,0,1,1,0,0,0,0,0,0,0
To compel NLRB to:,1,1,0,0,0,0,1,1,0,0,0,0
Respond to discovery,1,1,0,0,0,0,1,1,0,0,0,0
Other,3,3,0,1,1,0,1,1,0,1,1,0
Reject expired agreement,1,1,0,0,0,0,0,0,0,1,1,0
FOIA attorney's fees,1,1,0,1,1,0,0,0,0,0,0,0
FTCA suit alleging improper prosecution,1,1,0,0,0,0,1,1,0,0,0,0
