row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Minnesota................................................................,435,280,214,55,7,1,1,0,2,141,113,1,27,5,0,9
Missouri..................................................................,969,797,576,171,25,15,0,1,9,153,122,3,28,5,0,14
North Dakota..........................................................,39,25,19,5,0,0,0,0,1,14,14,0,0,0,0,0
Nebraska..................................................................,83,66,47,18,1,0,0,0,0,17,13,0,4,0,0,0
South Dakota..........................................................,21,11,11,0,0,0,0,0,0,10,9,0,1,0,0,0
West North Central............................................,2107,1633,1213,347,41,17,1,1,13,439,349,6,84,10,0,25
Arkansas..................................................................,217,195,162,33,0,0,0,0,0,21,19,0,2,0,0,1
Louisiana................................................................,356,318,238,80,0,0,0,0,0,38,29,1,8,0,0,0
Oklahoma................................................................,235,191,145,39,7,0,0,0,0,44,38,0,6,0,0,0
Texas........................................................................,1083,943,703,235,2,2,0,0,1,133,108,6,19,0,1,6
West South Central............................................,1891,1647,1248,387,9,2,0,0,1,236,194,7,35,0,1,7
"Total, all States and areas..................................",35021,28974,21938,6116,564,190,22,12,132,5659,4570,177,912,103,37,248
