row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
"Wholesale Trade, Durable Goods.............",39,11,9,1,1,28,1911,1648,617,606,0,11,1031,310
"Wholesale Trade, Nondurable Goods.......",82,41,36,3,2,41,4932,4246,1898,1805,0,93,2348,1849
Wholesale Trade..................................,121,52,45,4,3,69,6843,5894,2515,2411,0,104,3379,2159
Motor Vehicle and Parts Dealers..............,51,26,24,0,2,25,1125,1040,489,442,0,47,551,469
Furniture and Home Furnishings Stores...,11,3,2,1,0,8,293,237,84,52,32,0,153,67
Electronics and Appliance Stores.............,3,0,0,0,0,3,362,311,83,83,0,0,228,0
Building Material and Garden Equipment and Supplies Dealers.................................,11,6,6,0,0,5,385,343,112,112,0,0,231,58
Food and Beverage Stores.........................,67,34,30,3,1,33,3226,2785,1200,1104,0,96,1585,935
Health and Personal Care Stores...............,8,5,5,0,0,3,148,127,77,77,0,0,50,86
Gasoline Stations.......................................,1,1,1,0,0,0,6,6,5,5,0,0,1,6
Clothing and Clothing Accessories Stores,3,2,2,0,0,1,103,94,52,52,0,0,42,103
44-Retail Trade....................................,155,77,70,4,3,78,5648,4943,2102,1927,32,143,2841,1724
"Sporting Goods, Hobby, Book and Music Stores.........................................................",2,0,0,0,0,2,85,67,16,16,0,0,51,0
General Merchandise Stores.....................,20,12,11,0,1,8,2842,2345,825,770,2,53,1520,322
Miscellaneous Store Retailers...................,4,2,2,0,0,2,196,185,111,102,9,0,74,169
Nonstore Retailers.....................................,4,1,1,0,0,3,96,72,12,12,0,0,60,13
45-Retail Trade....................................,30,15,14,0,1,15,3219,2669,964,900,11,53,1705,504
Air Transportation.....................................,16,8,7,1,0,8,918,675,280,209,8,63,395,162
Rail Transportation...................................,3,2,2,0,0,1,147,121,78,74,0,4,43,110
Water Transportation................................,5,4,4,0,0,1,139,105,66,66,0,0,39,72
