row_label,col_1,col_2,col_3,col_4,col_5,col_6
Total,9737,100.0,2427,100.0,7310,100.0
Manufacturing,7291,74.9,1814,74.7,5477,74.9
Food and kindred products,793,8.1,166,6.8,627,8.8
Tobacco manufactures__ _,21,.2,6,. 2,15,. 2
Textile-mill products,363,3.7,98,4.0,265,3.6
Apparel and other finished products made from fabric and similar materials,230,2.4,94,3-9,136,1.9
Lumber and timber basic products,306,3.1,75,3.1,231,3.2
Furniture and finished lumber products_ _ _,240,2.5,71,2.9,169,2.3
Paper and allied products,250,2.6,46,1.9,204,2.8
"Printing, publishing, and allied industries _ _",212,2.2,49,2.0,163,2.2
Chemicals and allied products,455,4.7,74,3.0,381,5.2
,189,1.9,26,1.1,163,2.2
