row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Miscellaneous Store Retailers................................,82,65,55,9,1,0,0,0,0,15,13,1,1,1,0,1
Nonstore Retailers..................................................,50,40,33,7,0,0,0,0,0,10,9,0,1,0,0,0
45-Retail Trade..................................................,389,303,263,38,2,0,0,0,0,82,62,1,19,1,0,3
Air Transportation..................................................,86,60,38,19,2,1,0,0,0,23,19,0,4,2,0,1
Rail Transportation..................................................,31,26,20,4,0,0,0,0,2,5,4,0,1,0,0,0
Water Transportation..............................................,131,114,57,47,5,1,0,0,4,15,13,1,1,1,0,1
Truck Transportation..............................................,1111,932,718,191,20,0,1,0,2,174,136,3,35,2,0,3
Transit and Ground Passenger Transportation........,880,701,548,147,6,0,0,0,0,171,141,2,28,5,0,3
Pipeline Transportation..........................................,16,14,13,1,0,0,0,0,0,2,1,0,1,0,0,0
Scenic and Sightseeing Transportation..................,16,11,8,3,0,0,0,0,0,5,4,0,1,0,0,0
Support Activities for Transportation......................,374,294,193,93,1,1,1,0,5,76,64,4,8,1,0,3
48-Transportation..............................................,2645,2152,1595,505,34,3,2,0,13,471,382,10,79,11,0,11
Postal Service..........................................................,2490,2488,1811,677,0,0,0,0,0,2,1,0,1,0,0,0
Couriers and Messengers........................................,272,256,172,74,7,2,1,0,0,16,11,0,5,0,0,0
Warehousing and Storage Facilities........................,495,379,313,59,6,0,0,0,1,113,95,5,13,2,0,1
49-Transportation..............................................,3257,3123,2296,810,13,2,1,0,1,131,107,5,19,2,0,1
Publishing Industries..............................................,391,340,274,66,0,0,0,0,0,48,38,1,9,1,0,2
Motion Picture and Sound Recording Industries....,68,61,36,25,0,0,0,0,0,7,5,1,1,0,0,0
Broadcasting and Telecommunications..................,1219,1081,869,203,5,4,0,0,0,117,92,2,23,5,1,15
Information Services and Data Processing Services....................................................................,115,100,86,12,0,2,0,0,0,15,9,4,2,0,0,0
Information........................................................,1793,1582,1265,306,5,6,0,0,0,187,144,8,35,6,1,17
Monetary Authorities - Central Bank......................,27,22,21,1,0,0,0,0,0,5,3,0,2,0,0,0
Credit Intermediation and Related Activities..........,52,38,34,4,0,0,0,0,0,11,7,0,4,3,0,0
"Securities, Commodity Contracts and Other Intermediation and Related Activities....................",9,7,7,0,0,0,0,0,0,2,2,0,0,0,0,0
Activities..............,69,60,52,,0,0,0,0,0,4,3,0,1,0,,
Insurance Carriers and Related,,,,8,,,,,,,,,,,0,5
