row_label,col_1,col_2
Subsections of Sec. 8(a): Total cases....................,16541,100.0
8(a)(1)....................................................................,2461,14.9
8(a)(1)(2)...............................................................,164,1.0
8(a)(1)(3)...............................................................,4563,27.6
8(a)(1)(4)...............................................................,154,0.9
8(a)(1)(5)...............................................................,7232,43.7
8(a)(1)(2)(3)..........................................................,103,0.6
8(a)(1)(2)(4)..........................................................,1,0
8(a)(1)(2)(5)..........................................................,95,0.6
8(a)(1)(3)(4)..........................................................,359,2.2
8(a)(1)(3)(5)..........................................................,1218,7.4
8(a)(1)(4)(5)..........................................................,20,0.1
8(a)(1)(2)(3)(4)......................................................,13,0.1
8(a)(1)(2)(3)(5)......................................................,51,0.3
8(a)(1)(2)(4)(5)......................................................,3,0
8(a)(1)(3)(4)(5)......................................................,83,0.5
8(a)(1)(2)(3)(4)(5)................................................,21,0.1
1,1,1
8(a)(1)....................................................................,16541,100.0
8(a)(2)....................................................................,451,2.7
8(a)(3)....................................................................,6411,38.8
8(a)(4)....................................................................,654,4.0
8(a)(5)....................................................................,8723,52.7
B. Charges filed against unions under Section 8(b),B. Charges filed against unions under Section 8(b),B. Charges filed against unions under Section 8(b)
Subsections of Sec. 8(b): Total cases....................,6367,100.0
8(b)(1)...................................................................,5017,78.8
8(b)(2)...................................................................,44,0.7
8(b)(3)...................................................................,281,4.4
8(b)(4)...................................................................,335,5.3
8(b)(5)...................................................................,3,0
8(b)(6)...................................................................,5,0.1
8(b)(7)...................................................................,33,0.5
8(b)(1)(2)...............................................................,467,7.3
8(b)(1)(3)...............................................................,141,2.2
8(b)(1)(5)..............................................................,2,0
8(b)(1)(6)..............................................................,13,0.2
8(b)(2)(3)..............................................................,4,0.1
8(b)(3)(5)..............................................................,1,0
8(b)(1)(2)(3)..........................................................,14,0.2
8(b)(1)(2)(5)..........................................................,1,0
8(b)(1)(2)(3)(6)....................................................,5,0.1
8(b)(1)(3)(5)(6)....................................................,1,0
8(b)(1)..................................................................,5661,88.9
8(b)(2)..................................................................,535,8.4
