row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois.......................................................,31,11,9,1,1,20,1596,1440,818,637,95,86,622,1016
Indiana......................................................,10,3,3,0,0,7,600,562,396,396,0,0,166,503
Michigan...................................................,29,17,17,0,0,12,3178,2885,1599,1599,0,0,1286,2277
Ohio...........................................................,14,6,5,0,1,8,451,384,261,254,0,7,123,305
Wisconsin..................................................,18,3,2,1,0,15,498,455,181,141,28,12,274,74
East North Central................................,102,40,36,2,2,62,6323,5726,3255,3027,123,105,2471,4175
Alabama....................................................,3,1,1,0,0,2,437,404,251,251,0,0,153,350
Kentucky...................................................,9,1,1,0,0,8,527,461,134,134,0,0,327,15
Mississippi................................................,3,3,3,0,0,0,317,270,169,169,0,0,101,317
Tennessee..................................................,6,3,3,0,0,3,199,187,103,103,0,0,84,134
East South Central................................,21,8,8,0,0,13,1480,1322,657,657,0,0,665,816
New Jersey................................................,9,3,3,0,0,6,378,334,179,178,0,1,155,307
New York..................................................,21,8,8,0,0,13,992,849,366,356,4,6,483,365
Pennsylvania.............................................,31,7,6,1,0,24,2041,1764,806,804,0,2,958,1188
Middle Atlantic....................................,61,18,17,1,0,43,3411,2947,1351,1338,4,9,1596,1860
Arizona......................................................,6,4,2,1,1,2,450,356,209,9,184,16,147,429
Colorado....................................................,9,5,5,0,0,4,634,475,149,149,0,0,326,196
Idaho..........................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana....................................................,4,2,2,0,0,2,161,131,70,70,0,0,61,108
Nevada......................................................,7,3,2,0,1,4,310,279,178,113,0,65,101,279
New Mexico..............................................,4,1,1,0,0,3,221,200,103,103,0,0,97,158
Utah...........................................................,3,1,1,0,0,2,57,54,24,24,0,0,30,39
Wyoming..................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain..............................................,33,16,13,1,2,17,1833,1495,733,468,184,81,762,1209
Connecticut...............................................,4,3,3,0,0,1,299,262,183,183,0,0,79,289
Maine........................................................,1,1,0,1,0,0,16,15,9,0,9,0,6,16
