row_label,col_1,col_2
Total number of cases closed before issuance of complaint,239,100.0
Agreement of the parties-informal settlement,90,37.7
Before 10(k) notice,61,25.5
"After 10(k) notice, before opening of 10(k) hearing",26,10.9
"After opening of 10(k) hearing, before issuance of Board decision and determination of dis- pute.",3,13
Compliance with Board decision and determination of dispute,8,33
Withdrawal,101,42.3
Before 10(k) notice,88,36.8
"After 10(k) notice, before opening of 10(k) hearing .",6,2.5
"After opening of 10(k) hearing, before Issuance of Board decision and determination of dis-",7,2.9
Pute After Board decision and determination of dispute,,00
Dismissal,40,16.7
Before 10(k) notice,35,14.6
"After 10(k) notice, before opening of 10(k) hearing",2,0.8
"After opening of 10(k) hearing, before Issuance of Board decision and determination of dis- pute",,0.0
By Board decision and determination of dispute,3,1.3
