row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Wood Product Manufacturing..................,8,2,2,0,0,6,1480,1366,570,570,0,0,796,317
Paper Manufacturing................................,24,9,8,1,0,15,1439,1317,674,553,107,14,643,621
Printing and Related Support Activities....,13,7,6,1,0,6,875,807,365,284,69,12,442,196
Petroleum and Coal Products Manufacturing..........................................,15,7,5,0,2,8,565,361,259,129,0,130,102,456
Chemical Manufacturing..........................,30,16,12,3,1,14,1846,1716,802,676,45,81,914,726
Plastics and Rubber Products Manufacturing..........................................,27,7,7,0,0,20,5434,5028,2154,2154,0,0,2874,194
Nonmetallic Mineral Product Manufacturing..........................................,33,14,14,0,0,19,1229,1128,595,595,0,0,533,570
32-Manufacturing................................,150,62,54,5,3,88,12868,11723,5419,4961,221,237,6304,3080
Primary Metal Manufacturing..................,18,5,5,0,0,13,1910,1764,705,699,0,6,1059,244
Fabricated Metal Product Manufacturing,35,6,6,0,0,29,2189,2024,807,802,5,0,1217,412
Machinery Manufacturing........................,28,12,12,0,0,16,1553,1467,627,625,0,2,840,373
Computer and Electronic Product Manufacturing..........................................,5,0,0,0,0,5,346,328,127,127,0,0,201,0
"Electrical Equipment, Appliance and Component Manufacturing......................",13,9,7,1,1,4,1122,1024,594,374,175,45,430,713
Transportation Equipment Manufacturing,47,30,30,0,0,17,7219,6391,3598,3427,0,171,2793,5456
Furniture and Related Product Manufacturing..........................................,7,3,2,0,1,4,914,822,296,263,0,33,526,176
Miscellaneous Manufacturing..................,50,22,20,1,1,28,3603,3303,1556,1171,341,44,1747,1643
33-Manufacturing................................,203,87,82,2,3,116,18856,17123,8310,7488,521,301,8813,9017
"Wholesale Trade, Durable Goods............",28,16,16,0,0,12,867,797,399,394,5,0,398,469
"Wholesale Trade, Nondurable Goods......",49,22,21,0,1,27,2563,2195,942,935,0,7,1253,864
Wholesale Trade..................................,77,38,37,0,1,39,3430,2992,1341,1329,5,7,1651,1333
