row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut..........................................................,501,422,340,76,1,2,0,2,1,73,64,1,8,1,1,4
Massachusetts......................................................,934,801,633,135,24,4,1,1,3,119,103,0,16,1,0,13
Maine....................................................................,81,64,50,11,2,0,0,0,1,16,13,0,3,0,1,0
New Hampshire....................................................,54,43,31,11,0,1,0,0,0,10,8,0,2,1,0,0
Rhode Island........................................................,158,122,92,22,8,0,0,0,0,29,27,0,2,3,0,4
Vermont................................................................,48,38,34,4,0,0,0,0,0,10,8,0,2,0,0,0
Region I..........................................................,1776,1490,1180,259,35,7,1,3,5,257,223,1,33,6,2,21
Delaware..............................................................,195,156,134,21,0,1,0,0,0,39,35,0,4,0,0,0
New Jersey............................................................,1639,1310,1019,239,29,19,1,0,3,302,253,6,43,8,1,18
New York............................................................,4073,3425,2244,979,134,35,2,3,28,602,527,18,57,5,0,41
Puerto Rico..........................................................,323,255,208,42,4,0,1,0,0,61,51,2,8,1,1,5
Virgin Islands......................................................,33,15,13,2,0,0,0,0,0,17,16,1,0,0,0,1
Region II..........................................................,6263,5161,3618,1283,167,55,4,3,31,1021,882,27,112,14,2,65
District Of Columbia............................................,237,205,153,47,2,2,1,0,0,28,21,1,6,0,0,4
Maryland..............................................................,397,278,213,62,2,0,1,0,0,116,104,2,10,1,0,2
Pennsylvania........................................................,2327,1930,1449,404,42,28,0,1,6,348,300,4,44,10,21,18
Virginia................................................................,375,312,257,54,1,0,0,0,0,61,52,0,9,0,0,2
West Virginia........................................................,423,367,308,48,5,1,0,0,5,54,50,0,4,0,0,2
Region III........................................................,3759,3092,2380,615,52,31,2,1,11,607,527,7,73,11,21,28
Alabama................................................................,492,428,351,77,0,0,0,0,0,59,45,3,11,0,1,4
Florida..................................................................,1208,918,775,125,11,1,0,0,6,278,156,4,118,0,7,5
Georgia................................................................,627,568,445,121,2,0,0,0,0,59,50,0,9,0,0,0
Kentucky..............................................................,542,448,362,83,1,0,0,0,2,91,65,2,24,0,0,3
Mississippi............................................................,213,167,146,20,1,0,0,0,0,46,43,1,2,0,0,0
North Carolina......................................................,279,245,184,61,0,0,0,0,0,34,31,0,3,0,0,0
South Carolina......................................................,127,98,82,16,0,0,0,0,0,29,24,0,5,0,0,0
Tennessee............................................................,525,454,371,81,2,0,0,0,0,71,62,2,7,0,0,0
Region IV........................................................,4013,3326,2716,584,17,1,0,0,8,667,476,12,179,0,8,12
Illinois..................................................................,2014,1592,1104,345,90,27,0,1,25,398,320,11,67,10,0,14
Indiana..................................................................,978,837,666,159,6,2,0,0,4,133,108,3,22,4,0,4
Michigan..............................................................,1858,1556,1141,381,20,2,7,0,5,281,221,6,54,10,0,11
Minnesota............................................................,435,280,214,55,7,1,1,0,2,141,113,1,27,5,0,9
Ohio......................................................................,2091,1782,1347,381,40,6,2,0,6,289,226,6,57,11,0,9
Wisconsin............................................................,638,511,389,116,4,2,0,0,0,120,96,2,22,4,0,3
Region V..........................................................,8014,6558,4861,1437,167,40,10,1,42,1362,1084,29,249,44,0,50
Arkansas..............................................................,217,195,162,33,0,0,0,0,0,21,19,0,2,0,0,1
Louisiana..............................................................,356,318,238,80,0,0,0,0,0,38,29,1,8,0,0,0
New Mexico........................................................,195,172,149,22,0,0,0,0,1,21,18,0,3,1,0,1
Oklahoma............................................................,235,191,145,39,7,0,0,0 0,0,44,38,0,6,0,0,0
Texas....................................................................,1083,943,703,235,2,2,,0,1,133,108,6,19,0,1,6
Region VI........................................................,2086,1819,1397,409,9,2,0,0,2,257,212,7,38,1,1,8
